2021-04-08 11:54:29.714842 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715081 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715231 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715396 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715501 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715602 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715701 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715803 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715902 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715999 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716099 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716198 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716298 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716395 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716543 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716641 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716741 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716838 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716935 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.717031 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:51.210788 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #8 | fitting baseline...
2021-04-08 11:54:51.211369 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #8 | fitted
2021-04-08 11:54:51.213148 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #8 | fitting baseline...
2021-04-08 11:54:51.213976 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #8 | fitted
2021-04-08 11:54:51.215521 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #8 | fitting baseline...
2021-04-08 11:54:51.216200 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #8 | fitted
2021-04-08 11:54:51.217101 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #8 | fitting baseline...
2021-04-08 11:54:51.217526 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #8 | fitted
2021-04-08 11:54:52.874167 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitting baseline...
2021-04-08 11:54:52.874795 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitted
2021-04-08 11:54:52.875990 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitting baseline...
2021-04-08 11:54:52.876557 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitted
2021-04-08 11:54:52.877659 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitting baseline...
2021-04-08 11:54:52.878156 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitted
2021-04-08 11:54:52.879128 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitting baseline...
2021-04-08 11:54:52.879682 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitted
2021-04-08 11:54:52.880687 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitting baseline...
2021-04-08 11:54:52.881190 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitted
2021-04-08 11:54:52.882179 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitting baseline...
2021-04-08 11:54:52.882652 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitted
2021-04-08 11:54:52.883735 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitting baseline...
2021-04-08 11:54:52.884251 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitted
2021-04-08 11:54:52.885167 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitting baseline...
2021-04-08 11:54:52.885607 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitted
2021-04-08 11:54:52.886552 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitting baseline...
2021-04-08 11:54:52.887062 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitted
2021-04-08 11:54:52.888024 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitting baseline...
2021-04-08 11:54:52.888470 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #9 | fitted
2021-04-08 11:54:54.516703 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitting baseline...
2021-04-08 11:54:54.517438 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitted
2021-04-08 11:54:54.525630 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitting baseline...
2021-04-08 11:54:54.526400 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitted
2021-04-08 11:54:54.527716 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitting baseline...
2021-04-08 11:54:54.528302 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitted
2021-04-08 11:54:54.530889 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitting baseline...
2021-04-08 11:54:54.532032 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitted
2021-04-08 11:54:54.534174 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitting baseline...
2021-04-08 11:54:54.535524 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitted
2021-04-08 11:54:54.537486 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitting baseline...
2021-04-08 11:54:54.538151 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitted
2021-04-08 11:54:54.539424 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitting baseline...
2021-04-08 11:54:54.540094 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitted
2021-04-08 11:54:54.541226 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitting baseline...
2021-04-08 11:54:54.541744 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitted
2021-04-08 11:54:54.542767 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitting baseline...
2021-04-08 11:54:54.543286 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitted
2021-04-08 11:54:54.544452 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitting baseline...
2021-04-08 11:54:54.544997 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | fitted
2021-04-08 11:54:54.575932 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | saving snapshot...
2021-04-08 11:54:54.578704 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #10 | saved
2021-04-08 11:54:54.621846 CEST | -----------------------  ---------------
2021-04-08 11:54:54.622085 CEST | Iteration                    0
2021-04-08 11:54:54.622231 CEST | AverageDiscountedReturn     56.9733
2021-04-08 11:54:54.622371 CEST | AverageReturn               59.1027
2021-04-08 11:54:54.622509 CEST | ExplainedVariance            8.86213e-12
2021-04-08 11:54:54.622646 CEST | NumTrajs                    58
2021-04-08 11:54:54.622783 CEST | Entropy                      1.41894
2021-04-08 11:54:54.622919 CEST | Perplexity                   4.13273
2021-04-08 11:54:54.623055 CEST | StdReturn                   38.4606
2021-04-08 11:54:54.623220 CEST | MaxReturn                  169.934
2021-04-08 11:54:54.623366 CEST | MinReturn                    9.98075
2021-04-08 11:54:54.623503 CEST | Iteration                    0
2021-04-08 11:54:54.623639 CEST | AverageDiscountedReturn     61.5399
2021-04-08 11:54:54.623776 CEST | AverageReturn               64.2239
2021-04-08 11:54:54.623913 CEST | ExplainedVariance            0.0587352
2021-04-08 11:54:54.624049 CEST | NumTrajs                    54
2021-04-08 11:54:54.624185 CEST | Entropy                      1.41894
2021-04-08 11:54:54.624323 CEST | Perplexity                   4.13273
2021-04-08 11:54:54.624459 CEST | StdReturn                   46.1154
2021-04-08 11:54:54.624594 CEST | MaxReturn                  309.867
2021-04-08 11:54:54.624730 CEST | MinReturn                    0
2021-04-08 11:54:54.624866 CEST | Iteration                    0
2021-04-08 11:54:54.625002 CEST | AverageDiscountedReturn     57.8336
2021-04-08 11:54:54.625137 CEST | AverageReturn               60.1401
2021-04-08 11:54:54.625273 CEST | ExplainedVariance            0.0410615
2021-04-08 11:54:54.625410 CEST | NumTrajs                    57
2021-04-08 11:54:54.625545 CEST | Entropy                      1.41894
2021-04-08 11:54:54.625680 CEST | Perplexity                   4.13273
2021-04-08 11:54:54.625817 CEST | StdReturn                   41.7627
2021-04-08 11:54:54.625953 CEST | MaxReturn                  199.913
2021-04-08 11:54:54.626088 CEST | MinReturn                    0
2021-04-08 11:54:54.626224 CEST | Iteration                    0
2021-04-08 11:54:54.626360 CEST | AverageDiscountedReturn     59.5571
2021-04-08 11:54:54.626497 CEST | AverageReturn               62.0687
2021-04-08 11:54:54.626630 CEST | ExplainedVariance            0.18934
2021-04-08 11:54:54.626762 CEST | NumTrajs                    57
2021-04-08 11:54:54.626899 CEST | Entropy                      1.41894
2021-04-08 11:54:54.627036 CEST | Perplexity                   4.13273
2021-04-08 11:54:54.627199 CEST | StdReturn                   44.4199
2021-04-08 11:54:54.627335 CEST | MaxReturn                  219.89
2021-04-08 11:54:54.627470 CEST | MinReturn                    9.98168
2021-04-08 11:54:54.627607 CEST | Iteration                    0
2021-04-08 11:54:54.627743 CEST | AverageDiscountedReturn     49.4029
2021-04-08 11:54:54.627886 CEST | AverageReturn               51.3323
2021-04-08 11:54:54.628024 CEST | ExplainedVariance            0.178011
2021-04-08 11:54:54.628161 CEST | NumTrajs                    66
2021-04-08 11:54:54.628300 CEST | Entropy                      1.41894
2021-04-08 11:54:54.628438 CEST | Perplexity                   4.13273
2021-04-08 11:54:54.628574 CEST | StdReturn                   43.2227
2021-04-08 11:54:54.628709 CEST | MaxReturn                  209.93
2021-04-08 11:54:54.628845 CEST | MinReturn                    0
2021-04-08 11:54:54.628980 CEST | Iteration                    0
2021-04-08 11:54:54.629116 CEST | AverageDiscountedReturn     63.7327
2021-04-08 11:54:54.629251 CEST | AverageReturn               67.4505
2021-04-08 11:54:54.629389 CEST | ExplainedVariance           -2.73391
2021-04-08 11:54:54.629524 CEST | NumTrajs                    52
2021-04-08 11:54:54.629661 CEST | Entropy                      1.41894
2021-04-08 11:54:54.629798 CEST | Perplexity                   4.13273
2021-04-08 11:54:54.629936 CEST | StdReturn                   63.3893
2021-04-08 11:54:54.630073 CEST | MaxReturn                  319.796
2021-04-08 11:54:54.630209 CEST | MinReturn                    0
2021-04-08 11:54:54.630344 CEST | Iteration                    0
2021-04-08 11:54:54.630479 CEST | AverageDiscountedReturn     51.9106
2021-04-08 11:54:54.630614 CEST | AverageReturn               53.7738
2021-04-08 11:54:54.630749 CEST | ExplainedVariance            0.0928447
2021-04-08 11:54:54.630886 CEST | NumTrajs                    63
2021-04-08 11:54:54.631022 CEST | Entropy                      1.41894
2021-04-08 11:54:54.631185 CEST | Perplexity                   4.13273
2021-04-08 11:54:54.631336 CEST | StdReturn                   38.3799
2021-04-08 11:54:54.631474 CEST | MaxReturn                  159.857
2021-04-08 11:54:54.631610 CEST | MinReturn                    0
2021-04-08 11:54:54.631748 CEST | Iteration                    0
2021-04-08 11:54:54.631883 CEST | AverageDiscountedReturn     54.3292
2021-04-08 11:54:54.632019 CEST | AverageReturn               56.359
2021-04-08 11:54:54.632156 CEST | ExplainedVariance            0.291933
2021-04-08 11:54:54.632293 CEST | NumTrajs                    61
2021-04-08 11:54:54.632430 CEST | Entropy                      1.41894
2021-04-08 11:54:54.632567 CEST | Perplexity                   4.13273
2021-04-08 11:54:54.632703 CEST | StdReturn                   39.6222
2021-04-08 11:54:54.632838 CEST | MaxReturn                  179.935
2021-04-08 11:54:54.632974 CEST | MinReturn                    9.9854
2021-04-08 11:54:54.633112 CEST | Iteration                    0
2021-04-08 11:54:54.633249 CEST | AverageDiscountedReturn     67.6602
2021-04-08 11:54:54.633387 CEST | AverageReturn               70.3532
2021-04-08 11:54:54.633523 CEST | ExplainedVariance            0.372988
2021-04-08 11:54:54.633660 CEST | NumTrajs                    51
2021-04-08 11:54:54.633796 CEST | Entropy                      1.41894
2021-04-08 11:54:54.633932 CEST | Perplexity                   4.13273
2021-04-08 11:54:54.634069 CEST | StdReturn                   35.9652
2021-04-08 11:54:54.634205 CEST | MaxReturn                  179.938
2021-04-08 11:54:54.634341 CEST | MinReturn                    9.98644
2021-04-08 11:54:54.634477 CEST | Iteration                    0
2021-04-08 11:54:54.634612 CEST | AverageDiscountedReturn     50.0185
2021-04-08 11:54:54.634748 CEST | AverageReturn               51.8113
2021-04-08 11:54:54.634885 CEST | ExplainedVariance            0.199188
2021-04-08 11:54:54.635020 CEST | NumTrajs                    65
2021-04-08 11:54:54.635190 CEST | Entropy                      1.41894
2021-04-08 11:54:54.635327 CEST | Perplexity                   4.13273
2021-04-08 11:54:54.635469 CEST | StdReturn                   39.0869
2021-04-08 11:54:54.635606 CEST | MaxReturn                  189.946
2021-04-08 11:54:54.635742 CEST | MinReturn                    0
2021-04-08 11:54:54.635878 CEST | AveragePolicyStd             1
2021-04-08 11:54:54.636016 CEST | AveragePolicyStd             1
2021-04-08 11:54:54.636154 CEST | AveragePolicyStd             1
2021-04-08 11:54:54.636292 CEST | AveragePolicyStd             1
2021-04-08 11:54:54.636428 CEST | AveragePolicyStd             1
2021-04-08 11:54:54.636563 CEST | AveragePolicyStd             1
2021-04-08 11:54:54.636699 CEST | AveragePolicyStd             1
2021-04-08 11:54:54.636838 CEST | AveragePolicyStd             1
2021-04-08 11:54:54.636976 CEST | AveragePolicyStd             1
2021-04-08 11:54:54.637114 CEST | AveragePolicyStd             1
2021-04-08 11:54:54.637250 CEST | Iteration                    1
2021-04-08 11:54:54.637386 CEST | AverageDiscountedReturn     85.157
2021-04-08 11:54:54.637525 CEST | AverageReturn               90.4384
2021-04-08 11:54:54.637662 CEST | ExplainedVariance            0.24995
2021-04-08 11:54:54.637800 CEST | NumTrajs                    40
2021-04-08 11:54:54.637935 CEST | Entropy                      1.41
2021-04-08 11:54:54.638072 CEST | Perplexity                   4.09594
2021-04-08 11:54:54.638209 CEST | StdReturn                   61.7825
2021-04-08 11:54:54.638345 CEST | MaxReturn                  239.903
2021-04-08 11:54:54.638483 CEST | MinReturn                    0
2021-04-08 11:54:54.638621 CEST | Iteration                    1
2021-04-08 11:54:54.638759 CEST | AverageDiscountedReturn     87.3351
2021-04-08 11:54:54.638896 CEST | AverageReturn               92.7631
2021-04-08 11:54:54.639034 CEST | ExplainedVariance            0.0816545
2021-04-08 11:54:54.639189 CEST | NumTrajs                    39
2021-04-08 11:54:54.639329 CEST | Entropy                      1.41
2021-04-08 11:54:54.639467 CEST | Perplexity                   4.09594
2021-04-08 11:54:54.639623 CEST | StdReturn                   61.1631
2021-04-08 11:54:54.639764 CEST | MaxReturn                  299.898
2021-04-08 11:54:54.639902 CEST | MinReturn                   19.9788
2021-04-08 11:54:54.640040 CEST | Iteration                    1
2021-04-08 11:54:54.640179 CEST | AverageDiscountedReturn     83.832
2021-04-08 11:54:54.640318 CEST | AverageReturn               90.443
2021-04-08 11:54:54.640458 CEST | ExplainedVariance            0.132942
2021-04-08 11:54:54.640596 CEST | NumTrajs                    40
2021-04-08 11:54:54.640736 CEST | Entropy                      1.41
2021-04-08 11:54:54.640876 CEST | Perplexity                   4.09594
2021-04-08 11:54:54.641015 CEST | StdReturn                   83.5459
2021-04-08 11:54:54.641153 CEST | MaxReturn                  419.889
2021-04-08 11:54:54.641291 CEST | MinReturn                    0
2021-04-08 11:54:54.641431 CEST | Iteration                    1
2021-04-08 11:54:54.641568 CEST | AverageDiscountedReturn     79.8757
2021-04-08 11:54:54.641705 CEST | AverageReturn               85.5312
2021-04-08 11:54:54.641843 CEST | ExplainedVariance            0.212816
2021-04-08 11:54:54.641980 CEST | NumTrajs                    43
2021-04-08 11:54:54.642119 CEST | Entropy                      1.41
2021-04-08 11:54:54.642258 CEST | Perplexity                   4.09594
2021-04-08 11:54:54.642397 CEST | StdReturn                   74.9455
2021-04-08 11:54:54.642536 CEST | MaxReturn                  359.868
2021-04-08 11:54:54.642676 CEST | MinReturn                    0
2021-04-08 11:54:54.642815 CEST | Iteration                    1
2021-04-08 11:54:54.642955 CEST | AverageDiscountedReturn    100.096
2021-04-08 11:54:54.643107 CEST | AverageReturn              108.223
2021-04-08 11:54:54.643252 CEST | ExplainedVariance            0.157501
2021-04-08 11:54:54.643392 CEST | NumTrajs                    35
2021-04-08 11:54:54.643533 CEST | Entropy                      1.41
2021-04-08 11:54:54.643670 CEST | Perplexity                   4.09594
2021-04-08 11:54:54.643809 CEST | StdReturn                   82.0343
2021-04-08 11:54:54.643948 CEST | MaxReturn                  349.891
2021-04-08 11:54:54.644087 CEST | MinReturn                    9.97971
2021-04-08 11:54:54.644227 CEST | Iteration                    1
2021-04-08 11:54:54.644367 CEST | AverageDiscountedReturn     82.0729
2021-04-08 11:54:54.644506 CEST | AverageReturn               87.3232
2021-04-08 11:54:54.644646 CEST | ExplainedVariance            0.323276
2021-04-08 11:54:54.644786 CEST | NumTrajs                    42
2021-04-08 11:54:54.644924 CEST | Entropy                      1.41
2021-04-08 11:54:54.645065 CEST | Perplexity                   4.09594
2021-04-08 11:54:54.645206 CEST | StdReturn                   65.2272
2021-04-08 11:54:54.645344 CEST | MaxReturn                  229.949
2021-04-08 11:54:54.645483 CEST | MinReturn                    9.98026
2021-04-08 11:54:54.645624 CEST | Iteration                    1
2021-04-08 11:54:54.645762 CEST | AverageDiscountedReturn     91.0134
2021-04-08 11:54:54.645902 CEST | AverageReturn               96.251
2021-04-08 11:54:54.646041 CEST | ExplainedVariance            0.422913
2021-04-08 11:54:54.646181 CEST | NumTrajs                    38
2021-04-08 11:54:54.646320 CEST | Entropy                      1.41
2021-04-08 11:54:54.646465 CEST | Perplexity                   4.09594
2021-04-08 11:54:54.646604 CEST | StdReturn                   51.0509
2021-04-08 11:54:54.646744 CEST | MaxReturn                  239.921
2021-04-08 11:54:54.646884 CEST | MinReturn                    9.98913
2021-04-08 11:54:54.647023 CEST | Iteration                    1
2021-04-08 11:54:54.647368 CEST | AverageDiscountedReturn     79.6639
2021-04-08 11:54:54.647715 CEST | AverageReturn               84.3656
2021-04-08 11:54:54.648057 CEST | ExplainedVariance            0.279921
2021-04-08 11:54:54.648394 CEST | NumTrajs                    43
2021-04-08 11:54:54.648721 CEST | Entropy                      1.41
2021-04-08 11:54:54.649074 CEST | Perplexity                   4.09594
2021-04-08 11:54:54.649411 CEST | StdReturn                   59.7976
2021-04-08 11:54:54.649707 CEST | MaxReturn                  279.914
2021-04-08 11:54:54.650005 CEST | MinReturn                    0
2021-04-08 11:54:54.650305 CEST | Iteration                    1
2021-04-08 11:54:54.650706 CEST | AverageDiscountedReturn     77.5294
2021-04-08 11:54:54.651216 CEST | AverageReturn               81.3086
2021-04-08 11:54:54.651655 CEST | ExplainedVariance            0.380038
2021-04-08 11:54:54.652147 CEST | NumTrajs                    44
2021-04-08 11:54:54.652500 CEST | Entropy                      1.41
2021-04-08 11:54:54.652803 CEST | Perplexity                   4.09594
2021-04-08 11:54:54.653105 CEST | StdReturn                   45.1422
2021-04-08 11:54:54.653399 CEST | MaxReturn                  199.94
2021-04-08 11:54:54.653695 CEST | MinReturn                   19.9728
2021-04-08 11:54:54.653989 CEST | Iteration                    1
2021-04-08 11:54:54.654292 CEST | AverageDiscountedReturn     70.9176
2021-04-08 11:54:54.654592 CEST | AverageReturn               74.325
2021-04-08 11:54:54.654913 CEST | ExplainedVariance            0.341463
2021-04-08 11:54:54.655283 CEST | NumTrajs                    48
2021-04-08 11:54:54.655588 CEST | Entropy                      1.41
2021-04-08 11:54:54.655886 CEST | Perplexity                   4.09594
2021-04-08 11:54:54.656193 CEST | StdReturn                   47.8487
2021-04-08 11:54:54.656491 CEST | MaxReturn                  209.865
2021-04-08 11:54:54.656803 CEST | MinReturn                    9.98066
2021-04-08 11:54:54.657062 CEST | AveragePolicyStd             0.991099
2021-04-08 11:54:54.657297 CEST | AveragePolicyStd             0.991099
2021-04-08 11:54:54.657535 CEST | AveragePolicyStd             0.991099
2021-04-08 11:54:54.657766 CEST | AveragePolicyStd             0.991099
2021-04-08 11:54:54.658000 CEST | AveragePolicyStd             0.991099
2021-04-08 11:54:54.658236 CEST | AveragePolicyStd             0.991099
2021-04-08 11:54:54.658470 CEST | AveragePolicyStd             0.991099
2021-04-08 11:54:54.658703 CEST | AveragePolicyStd             0.991099
2021-04-08 11:54:54.658940 CEST | AveragePolicyStd             0.991099
2021-04-08 11:54:54.659210 CEST | AveragePolicyStd             0.991099
2021-04-08 11:54:54.659449 CEST | Iteration                    2
2021-04-08 11:54:54.659682 CEST | AverageDiscountedReturn     97.8828
2021-04-08 11:54:54.659879 CEST | AverageReturn              104.783
2021-04-08 11:54:54.660080 CEST | ExplainedVariance            0.346524
2021-04-08 11:54:54.660286 CEST | NumTrajs                    35
2021-04-08 11:54:54.660490 CEST | Entropy                      1.40169
2021-04-08 11:54:54.660748 CEST | Perplexity                   4.06207
2021-04-08 11:54:54.660955 CEST | StdReturn                   68.2829
2021-04-08 11:54:54.661216 CEST | MaxReturn                  319.882
2021-04-08 11:54:54.661541 CEST | MinReturn                    9.98158
2021-04-08 11:54:54.661874 CEST | Iteration                    2
2021-04-08 11:54:54.662121 CEST | AverageDiscountedReturn    113.855
2021-04-08 11:54:54.662331 CEST | AverageReturn              123.473
2021-04-08 11:54:54.662540 CEST | ExplainedVariance            0.311422
2021-04-08 11:54:54.662748 CEST | NumTrajs                    31
2021-04-08 11:54:54.662944 CEST | Entropy                      1.40169
2021-04-08 11:54:54.663184 CEST | Perplexity                   4.06207
2021-04-08 11:54:54.663395 CEST | StdReturn                   81.7567
2021-04-08 11:54:54.663594 CEST | MaxReturn                  419.838
2021-04-08 11:54:54.663799 CEST | MinReturn                   29.9694
2021-04-08 11:54:54.664006 CEST | Iteration                    2
2021-04-08 11:54:54.664234 CEST | AverageDiscountedReturn    140.562
2021-04-08 11:54:54.664478 CEST | AverageReturn              157.419
2021-04-08 11:54:54.664717 CEST | ExplainedVariance            0.202814
2021-04-08 11:54:54.664957 CEST | NumTrajs                    24
2021-04-08 11:54:54.665189 CEST | Entropy                      1.40169
2021-04-08 11:54:54.665437 CEST | Perplexity                   4.06207
2021-04-08 11:54:54.665665 CEST | StdReturn                  117.457
2021-04-08 11:54:54.665892 CEST | MaxReturn                  449.864
2021-04-08 11:54:54.666119 CEST | MinReturn                   19.9675
2021-04-08 11:54:54.666342 CEST | Iteration                    2
2021-04-08 11:54:54.666568 CEST | AverageDiscountedReturn    121.548
2021-04-08 11:54:54.666809 CEST | AverageReturn              133.497
2021-04-08 11:54:54.667042 CEST | ExplainedVariance            0.23243
2021-04-08 11:54:54.667289 CEST | NumTrajs                    28
2021-04-08 11:54:54.667521 CEST | Entropy                      1.40169
2021-04-08 11:54:54.667755 CEST | Perplexity                   4.06207
2021-04-08 11:54:54.667983 CEST | StdReturn                   97.485
2021-04-08 11:54:54.668214 CEST | MaxReturn                  479.855
2021-04-08 11:54:54.668451 CEST | MinReturn                    9.97994
2021-04-08 11:54:54.668680 CEST | Iteration                    2
2021-04-08 11:54:54.668916 CEST | AverageDiscountedReturn     97.3125
2021-04-08 11:54:54.669148 CEST | AverageReturn              104.795
2021-04-08 11:54:54.669379 CEST | ExplainedVariance            0.182691
2021-04-08 11:54:54.669609 CEST | NumTrajs                    37
2021-04-08 11:54:54.669830 CEST | Entropy                      1.40169
2021-04-08 11:54:54.670065 CEST | Perplexity                   4.06207
2021-04-08 11:54:54.670294 CEST | StdReturn                   77.4608
2021-04-08 11:54:54.670530 CEST | MaxReturn                  319.905
2021-04-08 11:54:54.670753 CEST | MinReturn                   19.9696
2021-04-08 11:54:54.670978 CEST | Iteration                    2
2021-04-08 11:54:54.671237 CEST | AverageDiscountedReturn    118.828
2021-04-08 11:54:54.671469 CEST | AverageReturn              129.218
2021-04-08 11:54:54.671701 CEST | ExplainedVariance            0.26393
2021-04-08 11:54:54.671926 CEST | NumTrajs                    29
