2021-04-09 09:47:12.017893 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018180 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018325 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018457 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018590 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018719 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018850 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018975 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019102 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019222 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019346 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019469 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019593 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019717 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019841 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019965 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.020089 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.020214 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.020340 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.020460 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:27.676767 CEST | AveragePolicyStd             1
2021-04-09 09:47:27.676931 CEST | AveragePolicyStd             1
2021-04-09 09:47:27.677092 CEST | AveragePolicyStd             1
2021-04-09 09:47:27.677248 CEST | AveragePolicyStd             1
2021-04-09 09:47:27.677408 CEST | AveragePolicyStd             1
2021-04-09 09:47:27.677586 CEST | Iteration                    1
2021-04-09 09:47:27.677751 CEST | AverageDiscountedReturn    143.335
2021-04-09 09:47:27.677938 CEST | AverageReturn              159.072
2021-04-09 09:47:27.678118 CEST | ExplainedVariance           -0.102124
2021-04-09 09:47:27.678306 CEST | NumTrajs                    24
2021-04-09 09:47:27.678478 CEST | Entropy                      1.40919
2021-04-09 09:47:27.678639 CEST | Perplexity                   4.09263
2021-04-09 09:47:27.678800 CEST | StdReturn                  101.798
2021-04-09 09:47:27.678963 CEST | MaxReturn                  389.73
2021-04-09 09:47:27.679114 CEST | MinReturn                    0
2021-04-09 09:47:27.679281 CEST | Iteration                    1
2021-04-09 09:47:27.679451 CEST | AverageDiscountedReturn     78.1801
2021-04-09 09:47:27.679622 CEST | AverageReturn               83.1259
2021-04-09 09:47:27.679795 CEST | ExplainedVariance           -0.0483845
2021-04-09 09:47:27.679971 CEST | NumTrajs                    44
2021-04-09 09:47:27.680179 CEST | Entropy                      1.40919
2021-04-09 09:47:27.680332 CEST | Perplexity                   4.09263
2021-04-09 09:47:27.680485 CEST | StdReturn                   66.2258
2021-04-09 09:47:27.680645 CEST | MaxReturn                  319.767
2021-04-09 09:47:27.680794 CEST | MinReturn                    0
2021-04-09 09:47:27.680942 CEST | Iteration                    1
2021-04-09 09:47:27.681094 CEST | AverageDiscountedReturn    108.046
2021-04-09 09:47:27.681274 CEST | AverageReturn              119.287
2021-04-09 09:47:27.681412 CEST | ExplainedVariance           -0.0958684
2021-04-09 09:47:27.681546 CEST | NumTrajs                    31
2021-04-09 09:47:27.681691 CEST | Entropy                      1.40919
2021-04-09 09:47:27.681836 CEST | Perplexity                   4.09263
2021-04-09 09:47:27.682005 CEST | StdReturn                  109.159
2021-04-09 09:47:27.682145 CEST | MaxReturn                  559.861
2021-04-09 09:47:27.682286 CEST | MinReturn                    0
2021-04-09 09:47:27.682431 CEST | Iteration                    1
2021-04-09 09:47:27.682570 CEST | AverageDiscountedReturn     90.9503
2021-04-09 09:47:27.682714 CEST | AverageReturn               98.6503
2021-04-09 09:47:27.682856 CEST | ExplainedVariance           -0.54906
2021-04-09 09:47:27.683004 CEST | NumTrajs                    39
2021-04-09 09:47:27.683144 CEST | Entropy                      1.40919
2021-04-09 09:47:27.683284 CEST | Perplexity                   4.09263
2021-04-09 09:47:27.683470 CEST | StdReturn                   88.1647
2021-04-09 09:47:27.683641 CEST | MaxReturn                  349.871
2021-04-09 09:47:27.683801 CEST | MinReturn                    9.97916
2021-04-09 09:47:27.683965 CEST | Iteration                    1
2021-04-09 09:47:27.684124 CEST | AverageDiscountedReturn     89.7836
2021-04-09 09:47:27.684285 CEST | AverageReturn               96.261
2021-04-09 09:47:27.684439 CEST | ExplainedVariance            0.265711
2021-04-09 09:47:27.684592 CEST | NumTrajs                    38
2021-04-09 09:47:27.684760 CEST | Entropy                      1.40919
2021-04-09 09:47:27.684920 CEST | Perplexity                   4.09263
2021-04-09 09:47:27.685078 CEST | StdReturn                   73.7993
2021-04-09 09:47:27.685234 CEST | MaxReturn                  309.889
2021-04-09 09:47:27.685394 CEST | MinReturn                    0
2021-04-09 09:47:27.685547 CEST | Iteration                    1
2021-04-09 09:47:27.685705 CEST | AverageDiscountedReturn     91.5789
2021-04-09 09:47:27.685907 CEST | AverageReturn               98.5835
2021-04-09 09:47:27.686199 CEST | ExplainedVariance           -0.969517
2021-04-09 09:47:27.686427 CEST | NumTrajs                    37
2021-04-09 09:47:27.686656 CEST | Entropy                      1.40919
2021-04-09 09:47:27.686871 CEST | Perplexity                   4.09263
2021-04-09 09:47:27.687086 CEST | StdReturn                   78.6676
2021-04-09 09:47:27.687296 CEST | MaxReturn                  309.732
2021-04-09 09:47:27.687526 CEST | MinReturn                    0
2021-04-09 09:47:27.687739 CEST | Iteration                    1
2021-04-09 09:47:27.687948 CEST | AverageDiscountedReturn     93.2459
2021-04-09 09:47:27.688155 CEST | AverageReturn               99.6605
2021-04-09 09:47:27.688364 CEST | ExplainedVariance           -0.0260372
2021-04-09 09:47:27.688571 CEST | NumTrajs                    37
2021-04-09 09:47:27.688779 CEST | Entropy                      1.40919
2021-04-09 09:47:27.688987 CEST | Perplexity                   4.09263
2021-04-09 09:47:27.689195 CEST | StdReturn                   67.8496
2021-04-09 09:47:27.689402 CEST | MaxReturn                  319.853
2021-04-09 09:47:27.689605 CEST | MinReturn                    0
2021-04-09 09:47:27.689782 CEST | Iteration                    1
2021-04-09 09:47:27.690000 CEST | AverageDiscountedReturn     77.5029
2021-04-09 09:47:27.690175 CEST | AverageReturn               81.5362
2021-04-09 09:47:27.690351 CEST | ExplainedVariance            0.249695
2021-04-09 09:47:27.690527 CEST | NumTrajs                    44
2021-04-09 09:47:27.690702 CEST | Entropy                      1.40919
2021-04-09 09:47:27.690877 CEST | Perplexity                   4.09263
2021-04-09 09:47:27.691051 CEST | StdReturn                   50.611
2021-04-09 09:47:27.691225 CEST | MaxReturn                  219.915
2021-04-09 09:47:27.691400 CEST | MinReturn                    9.98176
2021-04-09 09:47:27.691585 CEST | Iteration                    1
2021-04-09 09:47:27.691761 CEST | AverageDiscountedReturn     74.7696
2021-04-09 09:47:27.691934 CEST | AverageReturn               81.3059
2021-04-09 09:47:27.692116 CEST | ExplainedVariance            0.163499
2021-04-09 09:47:27.692292 CEST | NumTrajs                    44
2021-04-09 09:47:27.692466 CEST | Entropy                      1.40919
2021-04-09 09:47:27.692641 CEST | Perplexity                   4.09263
2021-04-09 09:47:27.692816 CEST | StdReturn                   93.0864
2021-04-09 09:47:27.692989 CEST | MaxReturn                  539.858
2021-04-09 09:47:27.693164 CEST | MinReturn                    9.98234
2021-04-09 09:47:27.693338 CEST | Iteration                    1
2021-04-09 09:47:27.693512 CEST | AverageDiscountedReturn     88.2324
2021-04-09 09:47:27.693696 CEST | AverageReturn               94.2988
2021-04-09 09:47:27.693878 CEST | ExplainedVariance           -0.00902622
2021-04-09 09:47:27.694058 CEST | NumTrajs                    39
2021-04-09 09:47:27.694233 CEST | Entropy                      1.40919
2021-04-09 09:47:27.694409 CEST | Perplexity                   4.09263
2021-04-09 09:47:27.694595 CEST | StdReturn                   69.6863
2021-04-09 09:47:27.694771 CEST | MaxReturn                  269.89
2021-04-09 09:47:27.694946 CEST | MinReturn                    0
2021-04-09 09:47:27.695121 CEST | AveragePolicyStd             0.990296
2021-04-09 09:47:27.695310 CEST | AveragePolicyStd             0.990296
2021-04-09 09:47:27.695484 CEST | AveragePolicyStd             0.990296
2021-04-09 09:47:27.695669 CEST | AveragePolicyStd             0.990296
2021-04-09 09:47:27.695843 CEST | AveragePolicyStd             0.990296
2021-04-09 09:47:27.696018 CEST | AveragePolicyStd             0.990296
2021-04-09 09:47:27.696191 CEST | AveragePolicyStd             0.990296
2021-04-09 09:47:27.696368 CEST | AveragePolicyStd             0.990296
2021-04-09 09:47:27.696543 CEST | AveragePolicyStd             0.990296
2021-04-09 09:47:27.696717 CEST | AveragePolicyStd             0.990296
2021-04-09 09:47:27.696892 CEST | Iteration                    2
2021-04-09 09:47:27.697067 CEST | AverageDiscountedReturn    105.577
2021-04-09 09:47:27.697241 CEST | AverageReturn              115.231
2021-04-09 09:47:27.697419 CEST | ExplainedVariance            0.235972
2021-04-09 09:47:27.697594 CEST | NumTrajs                    32
2021-04-09 09:47:27.697769 CEST | Entropy                      1.40034
2021-04-09 09:47:27.697966 CEST | Perplexity                   4.05656
2021-04-09 09:47:27.698145 CEST | StdReturn                   93.2042
2021-04-09 09:47:27.698334 CEST | MaxReturn                  369.889
2021-04-09 09:47:27.698523 CEST | MinReturn                    9.98225
2021-04-09 09:47:27.698728 CEST | Iteration                    2
2021-04-09 09:47:27.698904 CEST | AverageDiscountedReturn    115.171
2021-04-09 09:47:27.699071 CEST | AverageReturn              128.952
2021-04-09 09:47:27.699238 CEST | ExplainedVariance            0.25963
2021-04-09 09:47:27.699405 CEST | NumTrajs                    31
2021-04-09 09:47:27.699571 CEST | Entropy                      1.40034
2021-04-09 09:47:27.699737 CEST | Perplexity                   4.05656
2021-04-09 09:47:27.699904 CEST | StdReturn                  123.323
2021-04-09 09:47:27.700072 CEST | MaxReturn                  529.777
2021-04-09 09:47:27.700237 CEST | MinReturn                    0
2021-04-09 09:47:27.700401 CEST | Iteration                    2
2021-04-09 09:47:27.700567 CEST | AverageDiscountedReturn    104.598
2021-04-09 09:47:27.700731 CEST | AverageReturn              116.175
2021-04-09 09:47:27.700895 CEST | ExplainedVariance            0.341752
2021-04-09 09:47:27.701060 CEST | NumTrajs                    32
2021-04-09 09:47:27.701226 CEST | Entropy                      1.40034
2021-04-09 09:47:27.701390 CEST | Perplexity                   4.05656
2021-04-09 09:47:27.701557 CEST | StdReturn                  115.673
2021-04-09 09:47:27.701723 CEST | MaxReturn                  509.857
2021-04-09 09:47:27.701915 CEST | MinReturn                    9.98193
2021-04-09 09:47:27.702084 CEST | Iteration                    2
2021-04-09 09:47:27.702249 CEST | AverageDiscountedReturn    116.774
2021-04-09 09:47:27.702414 CEST | AverageReturn              128.591
2021-04-09 09:47:27.702577 CEST | ExplainedVariance            0.128161
2021-04-09 09:47:27.702742 CEST | NumTrajs                    30
2021-04-09 09:47:27.702910 CEST | Entropy                      1.40034
2021-04-09 09:47:27.703072 CEST | Perplexity                   4.05656
2021-04-09 09:47:27.703236 CEST | StdReturn                  102.656
2021-04-09 09:47:27.703399 CEST | MaxReturn                  429.877
2021-04-09 09:47:27.703562 CEST | MinReturn                    0
2021-04-09 09:47:27.703728 CEST | Iteration                    2
2021-04-09 09:47:27.703888 CEST | AverageDiscountedReturn     99.6701
2021-04-09 09:47:27.704048 CEST | AverageReturn              109.632
2021-04-09 09:47:27.704209 CEST | ExplainedVariance            0.197259
2021-04-09 09:47:27.704371 CEST | NumTrajs                    35
2021-04-09 09:47:27.704540 CEST | Entropy                      1.40034
2021-04-09 09:47:27.704705 CEST | Perplexity                   4.05656
2021-04-09 09:47:27.704865 CEST | StdReturn                  103.055
2021-04-09 09:47:27.705023 CEST | MaxReturn                  359.808
2021-04-09 09:47:27.705185 CEST | MinReturn                    9.98013
2021-04-09 09:47:27.705346 CEST | Iteration                    2
2021-04-09 09:47:27.705506 CEST | AverageDiscountedReturn    120.894
2021-04-09 09:47:27.705668 CEST | AverageReturn              133.489
2021-04-09 09:47:27.705830 CEST | ExplainedVariance            0.0987939
2021-04-09 09:47:27.706014 CEST | NumTrajs                    28
2021-04-09 09:47:27.706175 CEST | Entropy                      1.40034
2021-04-09 09:47:27.706336 CEST | Perplexity                   4.05656
2021-04-09 09:47:27.706495 CEST | StdReturn                  104.886
2021-04-09 09:47:27.706654 CEST | MaxReturn                  429.83
2021-04-09 09:47:27.706812 CEST | MinReturn                   19.9762
2021-04-09 09:47:27.706970 CEST | Iteration                    2
2021-04-09 09:47:27.707130 CEST | AverageDiscountedReturn     95.1462
2021-04-09 09:47:27.707289 CEST | AverageReturn              102.987
2021-04-09 09:47:27.707447 CEST | ExplainedVariance            0.250659
2021-04-09 09:47:27.707612 CEST | NumTrajs                    36
2021-04-09 09:47:27.707769 CEST | Entropy                      1.40034
2021-04-09 09:47:27.707927 CEST | Perplexity                   4.05656
2021-04-09 09:47:27.708085 CEST | StdReturn                   85.4107
2021-04-09 09:47:27.708250 CEST | MaxReturn                  359.898
2021-04-09 09:47:27.708410 CEST | MinReturn                    9.98259
2021-04-09 09:47:27.708569 CEST | Iteration                    2
2021-04-09 09:47:27.708727 CEST | AverageDiscountedReturn    107.122
2021-04-09 09:47:27.708884 CEST | AverageReturn              115.547
2021-04-09 09:47:27.709047 CEST | ExplainedVariance            0.316177
2021-04-09 09:47:27.709204 CEST | NumTrajs                    32
2021-04-09 09:47:27.709359 CEST | Entropy                      1.40034
2021-04-09 09:47:27.709517 CEST | Perplexity                   4.05656
2021-04-09 09:47:27.709672 CEST | StdReturn                   75.9141
2021-04-09 09:47:27.709827 CEST | MaxReturn                  329.842
2021-04-09 09:47:27.710028 CEST | MinReturn                    9.98128
2021-04-09 09:47:27.710186 CEST | Iteration                    2
2021-04-09 09:47:27.710343 CEST | AverageDiscountedReturn    118.026
2021-04-09 09:47:27.710500 CEST | AverageReturn              133.246
2021-04-09 09:47:27.710660 CEST | ExplainedVariance            0.202478
2021-04-09 09:47:27.710816 CEST | NumTrajs                    30
2021-04-09 09:47:27.710970 CEST | Entropy                      1.40034
2021-04-09 09:47:27.711125 CEST | Perplexity                   4.05656
2021-04-09 09:47:27.711279 CEST | StdReturn                  132.261
2021-04-09 09:47:27.711434 CEST | MaxReturn                  519.77
2021-04-09 09:47:27.711589 CEST | MinReturn                    9.97917
2021-04-09 09:47:27.711744 CEST | Iteration                    2
2021-04-09 09:47:27.711898 CEST | AverageDiscountedReturn    115.548
2021-04-09 09:47:27.712058 CEST | AverageReturn              126.92
2021-04-09 09:47:27.712211 CEST | ExplainedVariance            0.0511826
2021-04-09 09:47:27.712365 CEST | NumTrajs                    30
2021-04-09 09:47:27.712519 CEST | Entropy                      1.40034
2021-04-09 09:47:27.712671 CEST | Perplexity                   4.05656
2021-04-09 09:47:27.712826 CEST | StdReturn                   98.7508
2021-04-09 09:47:27.712979 CEST | MaxReturn                  349.752
2021-04-09 09:47:27.713135 CEST | MinReturn                   19.9716
2021-04-09 09:47:27.713288 CEST | AveragePolicyStd             0.981569
2021-04-09 09:47:27.713441 CEST | AveragePolicyStd             0.981569
2021-04-09 09:47:27.713603 CEST | AveragePolicyStd             0.981569
2021-04-09 09:47:27.713757 CEST | AveragePolicyStd             0.981569
2021-04-09 09:47:27.713926 CEST | AveragePolicyStd             0.981569
2021-04-09 09:47:27.714078 CEST | AveragePolicyStd             0.981569
2021-04-09 09:47:27.714232 CEST | AveragePolicyStd             0.981569
2021-04-09 09:47:27.714385 CEST | AveragePolicyStd             0.981569
2021-04-09 09:47:27.714536 CEST | AveragePolicyStd             0.981569
2021-04-09 09:47:27.714687 CEST | AveragePolicyStd             0.981569
2021-04-09 09:47:27.714839 CEST | Iteration                    3
2021-04-09 09:47:27.714994 CEST | AverageDiscountedReturn    131.485
2021-04-09 09:47:27.715146 CEST | AverageReturn              144.908
2021-04-09 09:47:27.715299 CEST | ExplainedVariance            0.238732
2021-04-09 09:47:27.715452 CEST | NumTrajs                    26
2021-04-09 09:47:27.715604 CEST | Entropy                      1.39194
2021-04-09 09:47:27.715756 CEST | Perplexity                   4.02266
2021-04-09 09:47:27.715908 CEST | StdReturn                   96.7665
2021-04-09 09:47:27.716059 CEST | MaxReturn                  369.866
2021-04-09 09:47:27.716210 CEST | MinReturn                    9.97967
2021-04-09 09:47:27.716360 CEST | Iteration                    3
2021-04-09 09:47:27.716513 CEST | AverageDiscountedReturn    157.089
2021-04-09 09:47:27.716670 CEST | AverageReturn              174.436
2021-04-09 09:47:27.716821 CEST | ExplainedVariance            0.257572
2021-04-09 09:47:27.716969 CEST | NumTrajs                    22
2021-04-09 09:47:27.717118 CEST | Entropy                      1.39194
2021-04-09 09:47:27.717268 CEST | Perplexity                   4.02266
2021-04-09 09:47:27.717425 CEST | StdReturn                   94.4875
2021-04-09 09:47:27.717579 CEST | MaxReturn                  389.878
2021-04-09 09:47:27.717729 CEST | MinReturn                   29.952
2021-04-09 09:47:27.717892 CEST | Iteration                    3
2021-04-09 09:47:27.718045 CEST | AverageDiscountedReturn     93.8228
2021-04-09 09:47:27.718192 CEST | AverageReturn              101.313
2021-04-09 09:47:27.718339 CEST | ExplainedVariance            0.19661
2021-04-09 09:47:27.718487 CEST | NumTrajs                    36
2021-04-09 09:47:27.718634 CEST | Entropy                      1.39194
2021-04-09 09:47:27.718782 CEST | Perplexity                   4.02266
2021-04-09 09:47:27.718929 CEST | StdReturn                   81.9499
2021-04-09 09:47:27.719076 CEST | MaxReturn                  289.878
2021-04-09 09:47:27.719226 CEST | MinReturn                    0
2021-04-09 09:47:27.719374 CEST | Iteration                    3
2021-04-09 09:47:27.719524 CEST | AverageDiscountedReturn    105.902
2021-04-09 09:47:27.719671 CEST | AverageReturn              115.074
2021-04-09 09:47:27.719821 CEST | ExplainedVariance            0.250865
2021-04-09 09:47:27.719967 CEST | NumTrajs                    33
2021-04-09 09:47:27.720116 CEST | Entropy                      1.39194
2021-04-09 09:47:27.720262 CEST | Perplexity                   4.02266
2021-04-09 09:47:27.720408 CEST | StdReturn                   87.1847
2021-04-09 09:47:27.720558 CEST | MaxReturn                  399.836
2021-04-09 09:47:27.720706 CEST | MinReturn                    9.97973
2021-04-09 09:47:27.720853 CEST | Iteration                    3
2021-04-09 09:47:27.721002 CEST | AverageDiscountedReturn    152.323
2021-04-09 09:47:27.721155 CEST | AverageReturn              174.495
2021-04-09 09:47:27.721302 CEST | ExplainedVariance            0.237955
2021-04-09 09:47:27.721447 CEST | NumTrajs                    24
2021-04-09 09:47:27.721595 CEST | Entropy                      1.39194
2021-04-09 09:47:27.721742 CEST | Perplexity                   4.02266
2021-04-09 09:47:27.721929 CEST | StdReturn                  145.279
2021-04-09 09:47:27.722077 CEST | MaxReturn                  549.812
2021-04-09 09:47:27.722227 CEST | MinReturn                    9.97992
2021-04-09 09:47:27.722375 CEST | Iteration                    3
2021-04-09 09:47:27.722524 CEST | AverageDiscountedReturn    118.968
2021-04-09 09:47:27.722669 CEST | AverageReturn              130.907
2021-04-09 09:47:27.722819 CEST | ExplainedVariance            0.164017
2021-04-09 09:47:27.722967 CEST | NumTrajs                    30
2021-04-09 09:47:27.723113 CEST | Entropy                      1.39194
2021-04-09 09:47:27.723260 CEST | Perplexity                   4.02266
2021-04-09 09:47:27.723406 CEST | StdReturn                   99.7054
2021-04-09 09:47:27.723553 CEST | MaxReturn                  409.887
2021-04-09 09:47:27.723699 CEST | MinReturn                    0
2021-04-09 09:47:27.723844 CEST | Iteration                    3
2021-04-09 09:47:27.723992 CEST | AverageDiscountedReturn    129.637
2021-04-09 09:47:27.724143 CEST | AverageReturn              142.499
2021-04-09 09:47:27.724288 CEST | ExplainedVariance            0.290299
2021-04-09 09:47:27.724435 CEST | NumTrajs                    27
2021-04-09 09:47:27.724579 CEST | Entropy                      1.39194
2021-04-09 09:47:27.724726 CEST | Perplexity                   4.02266
2021-04-09 09:47:27.724871 CEST | StdReturn                   93.9126
2021-04-09 09:47:27.725015 CEST | MaxReturn                  349.865
2021-04-09 09:47:27.725161 CEST | MinReturn                    9.98513
2021-04-09 09:47:27.725306 CEST | Iteration                    3
2021-04-09 09:47:27.725451 CEST | AverageDiscountedReturn    112.929
2021-04-09 09:47:27.725597 CEST | AverageReturn              123.57
2021-04-09 09:47:27.725741 CEST | ExplainedVariance            0.280997
2021-04-09 09:47:27.725901 CEST | NumTrajs                    30
2021-04-09 09:47:27.726046 CEST | Entropy                      1.39194
2021-04-09 09:47:27.726200 CEST | Perplexity                   4.02266
2021-04-09 09:47:27.726347 CEST | StdReturn                   94.5605
2021-04-09 09:47:27.726492 CEST | MaxReturn                  379.841
2021-04-09 09:47:27.726635 CEST | MinReturn                   19.9648
2021-04-09 09:47:27.726778 CEST | Iteration                    3
2021-04-09 09:47:27.726925 CEST | AverageDiscountedReturn    147.799
2021-04-09 09:47:27.727070 CEST | AverageReturn              165.304
2021-04-09 09:47:27.727214 CEST | ExplainedVariance            0.114171
2021-04-09 09:47:27.727357 CEST | NumTrajs                    24
2021-04-09 09:47:27.727500 CEST | Entropy                      1.39194
2021-04-09 09:47:27.727643 CEST | Perplexity                   4.02266
2021-04-09 09:47:27.727785 CEST | StdReturn                  113.182
2021-04-09 09:47:27.727930 CEST | MaxReturn                  449.858
2021-04-09 09:47:27.728074 CEST | MinReturn                   19.9742
2021-04-09 09:47:27.728217 CEST | Iteration                    3
2021-04-09 09:47:27.728358 CEST | AverageDiscountedReturn    163.516
2021-04-09 09:47:27.728502 CEST | AverageReturn              189.885
2021-04-09 09:47:27.728647 CEST | ExplainedVariance            0.259025
2021-04-09 09:47:27.728790 CEST | NumTrajs                    20
2021-04-09 09:47:27.728933 CEST | Entropy                      1.39194
2021-04-09 09:47:27.729076 CEST | Perplexity                   4.02266
2021-04-09 09:47:27.729219 CEST | StdReturn                  160.326
2021-04-09 09:47:27.729362 CEST | MaxReturn                  589.833
2021-04-09 09:47:27.729505 CEST | MinReturn                    0
2021-04-09 09:47:27.729648 CEST | AveragePolicyStd             0.973366
2021-04-09 09:47:27.729792 CEST | AveragePolicyStd             0.973366
2021-04-09 09:47:27.729951 CEST | AveragePolicyStd             0.973366
2021-04-09 09:47:27.730092 CEST | AveragePolicyStd             0.973366
2021-04-09 09:47:27.730232 CEST | AveragePolicyStd             0.973366
2021-04-09 09:47:27.730374 CEST | AveragePolicyStd             0.973366
