2021-04-09 10:41:19.032099 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032381 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032506 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032625 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032740 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032850 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032964 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033074 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033185 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033294 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033402 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033510 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033619 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033727 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033839 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033972 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.034083 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.034193 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.034303 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.034412 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:34.922864 CEST | Iteration                    0
2021-04-09 10:41:34.922999 CEST | AverageDiscountedReturn     64.7412
2021-04-09 10:41:34.923135 CEST | AverageReturn               68.3933
2021-04-09 10:41:34.923271 CEST | ExplainedVariance            0.13738
2021-04-09 10:41:34.923411 CEST | NumTrajs                    51
2021-04-09 10:41:34.923548 CEST | Entropy                      1.41894
2021-04-09 10:41:34.923684 CEST | Perplexity                   4.13273
2021-04-09 10:41:34.923820 CEST | StdReturn                   61.0537
2021-04-09 10:41:34.923956 CEST | MaxReturn                  319.809
2021-04-09 10:41:34.924094 CEST | MinReturn                    9.9839
2021-04-09 10:41:34.924230 CEST | AveragePolicyStd             1
2021-04-09 10:41:34.924373 CEST | AveragePolicyStd             1
2021-04-09 10:41:34.924511 CEST | AveragePolicyStd             1
2021-04-09 10:41:34.924648 CEST | AveragePolicyStd             1
2021-04-09 10:41:34.924786 CEST | AveragePolicyStd             1
2021-04-09 10:41:34.924922 CEST | AveragePolicyStd             1
2021-04-09 10:41:34.925060 CEST | AveragePolicyStd             1
2021-04-09 10:41:34.925196 CEST | AveragePolicyStd             1
2021-04-09 10:41:34.925334 CEST | AveragePolicyStd             1
2021-04-09 10:41:34.925473 CEST | AveragePolicyStd             1
2021-04-09 10:41:34.925609 CEST | Iteration                    1
2021-04-09 10:41:34.925746 CEST | AverageDiscountedReturn     83.2601
2021-04-09 10:41:34.925898 CEST | AverageReturn               89.2112
2021-04-09 10:41:34.926036 CEST | ExplainedVariance           -0.172966
2021-04-09 10:41:34.926174 CEST | NumTrajs                    41
2021-04-09 10:41:34.926310 CEST | Entropy                      1.41594
2021-04-09 10:41:34.926445 CEST | Perplexity                   4.12035
2021-04-09 10:41:34.926583 CEST | StdReturn                   74.5453
2021-04-09 10:41:34.926721 CEST | MaxReturn                  319.719
2021-04-09 10:41:34.926856 CEST | MinReturn                    0
2021-04-09 10:41:34.926989 CEST | Iteration                    1
2021-04-09 10:41:34.927125 CEST | AverageDiscountedReturn     68.8242
2021-04-09 10:41:34.927264 CEST | AverageReturn               72.1954
2021-04-09 10:41:34.927400 CEST | ExplainedVariance            0.111144
2021-04-09 10:41:34.927536 CEST | NumTrajs                    49
2021-04-09 10:41:34.927673 CEST | Entropy                      1.41594
2021-04-09 10:41:34.927812 CEST | Perplexity                   4.12035
2021-04-09 10:41:34.927953 CEST | StdReturn                   50.1711
2021-04-09 10:41:34.928089 CEST | MaxReturn                  219.844
2021-04-09 10:41:34.928225 CEST | MinReturn                    0
2021-04-09 10:41:34.928360 CEST | Iteration                    1
2021-04-09 10:41:34.928495 CEST | AverageDiscountedReturn     91.4448
2021-04-09 10:41:34.928630 CEST | AverageReturn               99.1485
2021-04-09 10:41:34.928763 CEST | ExplainedVariance           -0.689093
2021-04-09 10:41:34.928899 CEST | NumTrajs                    38
2021-04-09 10:41:34.929035 CEST | Entropy                      1.41594
2021-04-09 10:41:34.929170 CEST | Perplexity                   4.12035
2021-04-09 10:41:34.929305 CEST | StdReturn                   88.8912
2021-04-09 10:41:34.929438 CEST | MaxReturn                  449.824
2021-04-09 10:41:34.929573 CEST | MinReturn                    0
2021-04-09 10:41:34.929708 CEST | Iteration                    1
2021-04-09 10:41:34.929844 CEST | AverageDiscountedReturn     92.1606
2021-04-09 10:41:34.930011 CEST | AverageReturn               98.5926
2021-04-09 10:41:34.930149 CEST | ExplainedVariance            0.126518
2021-04-09 10:41:34.930286 CEST | NumTrajs                    37
2021-04-09 10:41:34.930424 CEST | Entropy                      1.41594
2021-04-09 10:41:34.930562 CEST | Perplexity                   4.12035
2021-04-09 10:41:34.930701 CEST | StdReturn                   69.6171
2021-04-09 10:41:34.930841 CEST | MaxReturn                  279.901
2021-04-09 10:41:34.930977 CEST | MinReturn                    9.98804
2021-04-09 10:41:34.931114 CEST | Iteration                    1
2021-04-09 10:41:34.931252 CEST | AverageDiscountedReturn     84.3511
2021-04-09 10:41:34.931388 CEST | AverageReturn               90.6782
2021-04-09 10:41:34.931524 CEST | ExplainedVariance            0.0436526
2021-04-09 10:41:34.931663 CEST | NumTrajs                    41
2021-04-09 10:41:34.931801 CEST | Entropy                      1.41594
2021-04-09 10:41:34.931940 CEST | Perplexity                   4.12035
2021-04-09 10:41:34.932077 CEST | StdReturn                   78.4381
2021-04-09 10:41:34.932216 CEST | MaxReturn                  339.833
2021-04-09 10:41:34.932358 CEST | MinReturn                    0
2021-04-09 10:41:34.932497 CEST | Iteration                    1
2021-04-09 10:41:34.932650 CEST | AverageDiscountedReturn     77.5111
2021-04-09 10:41:34.932790 CEST | AverageReturn               82.173
2021-04-09 10:41:34.932929 CEST | ExplainedVariance            0.293748
2021-04-09 10:41:34.933068 CEST | NumTrajs                    45
2021-04-09 10:41:34.933207 CEST | Entropy                      1.41594
2021-04-09 10:41:34.933347 CEST | Perplexity                   4.12035
2021-04-09 10:41:34.933487 CEST | StdReturn                   62.1642
2021-04-09 10:41:34.933625 CEST | MaxReturn                  249.948
2021-04-09 10:41:34.933764 CEST | MinReturn                    9.98122
2021-04-09 10:41:34.933924 CEST | Iteration                    1
2021-04-09 10:41:34.934066 CEST | AverageDiscountedReturn     71.7426
2021-04-09 10:41:34.934205 CEST | AverageReturn               77.1213
2021-04-09 10:41:34.934345 CEST | ExplainedVariance            0.0846684
2021-04-09 10:41:34.934485 CEST | NumTrajs                    46
2021-04-09 10:41:34.934623 CEST | Entropy                      1.41594
2021-04-09 10:41:34.934762 CEST | Perplexity                   4.12035
2021-04-09 10:41:34.934901 CEST | StdReturn                   79.8946
2021-04-09 10:41:34.935040 CEST | MaxReturn                  369.801
2021-04-09 10:41:34.935178 CEST | MinReturn                    0
2021-04-09 10:41:34.935317 CEST | Iteration                    1
2021-04-09 10:41:34.935455 CEST | AverageDiscountedReturn     71.671
2021-04-09 10:41:34.935595 CEST | AverageReturn               75.5737
2021-04-09 10:41:34.935734 CEST | ExplainedVariance            0.143942
2021-04-09 10:41:34.935872 CEST | NumTrajs                    48
2021-04-09 10:41:34.936010 CEST | Entropy                      1.41594
2021-04-09 10:41:34.936148 CEST | Perplexity                   4.12035
2021-04-09 10:41:34.936287 CEST | StdReturn                   56.6533
2021-04-09 10:41:34.936424 CEST | MaxReturn                  249.805
2021-04-09 10:41:34.936561 CEST | MinReturn                    9.98023
2021-04-09 10:41:34.936699 CEST | Iteration                    1
2021-04-09 10:41:34.936837 CEST | AverageDiscountedReturn     81.6682
2021-04-09 10:41:34.936975 CEST | AverageReturn               88.7245
2021-04-09 10:41:34.937112 CEST | ExplainedVariance           -0.287715
2021-04-09 10:41:34.937250 CEST | NumTrajs                    41
2021-04-09 10:41:34.937389 CEST | Entropy                      1.41594
2021-04-09 10:41:34.937526 CEST | Perplexity                   4.12035
2021-04-09 10:41:34.937664 CEST | StdReturn                   91.202
2021-04-09 10:41:34.937803 CEST | MaxReturn                  429.722
2021-04-09 10:41:34.937970 CEST | MinReturn                    0
2021-04-09 10:41:34.938108 CEST | Iteration                    1
2021-04-09 10:41:34.938246 CEST | AverageDiscountedReturn     87.8091
2021-04-09 10:41:34.938386 CEST | AverageReturn               93.1961
2021-04-09 10:41:34.938523 CEST | ExplainedVariance           -0.0588618
2021-04-09 10:41:34.938663 CEST | NumTrajs                    40
2021-04-09 10:41:34.938801 CEST | Entropy                      1.41594
2021-04-09 10:41:34.938939 CEST | Perplexity                   4.12035
2021-04-09 10:41:34.939078 CEST | StdReturn                   59.4978
2021-04-09 10:41:34.939216 CEST | MaxReturn                  249.912
2021-04-09 10:41:34.939356 CEST | MinReturn                    0
2021-04-09 10:41:34.939493 CEST | AveragePolicyStd             0.997004
2021-04-09 10:41:34.939633 CEST | AveragePolicyStd             0.997004
2021-04-09 10:41:34.939770 CEST | AveragePolicyStd             0.997004
2021-04-09 10:41:34.939909 CEST | AveragePolicyStd             0.997004
2021-04-09 10:41:34.940048 CEST | AveragePolicyStd             0.997004
2021-04-09 10:41:34.940187 CEST | AveragePolicyStd             0.997004
2021-04-09 10:41:34.940326 CEST | AveragePolicyStd             0.997004
2021-04-09 10:41:34.940464 CEST | AveragePolicyStd             0.997004
2021-04-09 10:41:34.940604 CEST | AveragePolicyStd             0.997004
2021-04-09 10:41:34.940742 CEST | AveragePolicyStd             0.997004
2021-04-09 10:41:34.940888 CEST | Iteration                    2
2021-04-09 10:41:34.941028 CEST | AverageDiscountedReturn    165.992
2021-04-09 10:41:34.941166 CEST | AverageReturn              190.841
2021-04-09 10:41:34.941303 CEST | ExplainedVariance            0.180188
2021-04-09 10:41:34.941444 CEST | NumTrajs                    21
2021-04-09 10:41:34.941582 CEST | Entropy                      1.40798
2021-04-09 10:41:34.941720 CEST | Perplexity                   4.08771
2021-04-09 10:41:34.941872 CEST | StdReturn                  144.564
2021-04-09 10:41:34.942016 CEST | MaxReturn                  449.833
2021-04-09 10:41:34.942156 CEST | MinReturn                    9.97922
2021-04-09 10:41:34.942299 CEST | Iteration                    2
2021-04-09 10:41:34.942438 CEST | AverageDiscountedReturn    131.741
2021-04-09 10:41:34.942577 CEST | AverageReturn              149.525
2021-04-09 10:41:34.942717 CEST | ExplainedVariance            0.0632675
2021-04-09 10:41:34.942858 CEST | NumTrajs                    26
2021-04-09 10:41:34.942998 CEST | Entropy                      1.40798
2021-04-09 10:41:34.943139 CEST | Perplexity                   4.08771
2021-04-09 10:41:34.943278 CEST | StdReturn                  137.878
2021-04-09 10:41:34.943417 CEST | MaxReturn                  519.797
2021-04-09 10:41:34.943554 CEST | MinReturn                   19.9658
2021-04-09 10:41:34.943694 CEST | Iteration                    2
2021-04-09 10:41:34.943832 CEST | AverageDiscountedReturn    117.396
2021-04-09 10:41:34.943969 CEST | AverageReturn              127.861
2021-04-09 10:41:34.944107 CEST | ExplainedVariance           -0.0154498
2021-04-09 10:41:34.944246 CEST | NumTrajs                    29
2021-04-09 10:41:34.944387 CEST | Entropy                      1.40798
2021-04-09 10:41:34.944527 CEST | Perplexity                   4.08771
2021-04-09 10:41:34.944664 CEST | StdReturn                   85.645
2021-04-09 10:41:34.944802 CEST | MaxReturn                  369.861
2021-04-09 10:41:34.944942 CEST | MinReturn                    9.9824
2021-04-09 10:41:34.945079 CEST | Iteration                    2
2021-04-09 10:41:34.945217 CEST | AverageDiscountedReturn    108.172
2021-04-09 10:41:34.945357 CEST | AverageReturn              119.92
2021-04-09 10:41:34.945493 CEST | ExplainedVariance           -0.111511
2021-04-09 10:41:34.945632 CEST | NumTrajs                    31
2021-04-09 10:41:34.945770 CEST | Entropy                      1.40798
2021-04-09 10:41:34.945927 CEST | Perplexity                   4.08771
2021-04-09 10:41:34.946067 CEST | StdReturn                  111.738
2021-04-09 10:41:34.946205 CEST | MaxReturn                  449.706
2021-04-09 10:41:34.946343 CEST | MinReturn                    0
2021-04-09 10:41:34.946481 CEST | Iteration                    2
2021-04-09 10:41:34.946621 CEST | AverageDiscountedReturn     96.0718
2021-04-09 10:41:34.946757 CEST | AverageReturn              104.501
2021-04-09 10:41:34.946896 CEST | ExplainedVariance            0.113239
2021-04-09 10:41:34.947034 CEST | NumTrajs                    35
2021-04-09 10:41:34.947174 CEST | Entropy                      1.40798
2021-04-09 10:41:34.947311 CEST | Perplexity                   4.08771
2021-04-09 10:41:34.947448 CEST | StdReturn                   91.0048
2021-04-09 10:41:34.947586 CEST | MaxReturn                  369.914
2021-04-09 10:41:34.947723 CEST | MinReturn                    0
2021-04-09 10:41:34.947861 CEST | Iteration                    2
2021-04-09 10:41:34.947999 CEST | AverageDiscountedReturn    111.019
2021-04-09 10:41:34.948136 CEST | AverageReturn              121.854
2021-04-09 10:41:34.948274 CEST | ExplainedVariance            0.020574
2021-04-09 10:41:34.948413 CEST | NumTrajs                    31
2021-04-09 10:41:34.948552 CEST | Entropy                      1.40798
2021-04-09 10:41:34.948687 CEST | Perplexity                   4.08771
2021-04-09 10:41:34.948825 CEST | StdReturn                   98.9827
2021-04-09 10:41:34.948962 CEST | MaxReturn                  359.698
2021-04-09 10:41:34.949108 CEST | MinReturn                    0
2021-04-09 10:41:34.949251 CEST | Iteration                    2
2021-04-09 10:41:34.949389 CEST | AverageDiscountedReturn    129.994
2021-04-09 10:41:34.949527 CEST | AverageReturn              144.524
2021-04-09 10:41:34.949664 CEST | ExplainedVariance           -0.0224353
2021-04-09 10:41:34.949801 CEST | NumTrajs                    26
2021-04-09 10:41:34.950010 CEST | Entropy                      1.40798
2021-04-09 10:41:34.950150 CEST | Perplexity                   4.08771
2021-04-09 10:41:34.950289 CEST | StdReturn                  111.11
2021-04-09 10:41:34.950426 CEST | MaxReturn                  409.752
2021-04-09 10:41:34.950562 CEST | MinReturn                    9.98508
2021-04-09 10:41:34.950698 CEST | Iteration                    2
2021-04-09 10:41:34.950838 CEST | AverageDiscountedReturn     98.3545
2021-04-09 10:41:34.950976 CEST | AverageReturn              110.218
2021-04-09 10:41:34.951117 CEST | ExplainedVariance           -0.592451
2021-04-09 10:41:34.951253 CEST | NumTrajs                    34
2021-04-09 10:41:34.951393 CEST | Entropy                      1.40798
2021-04-09 10:41:34.951532 CEST | Perplexity                   4.08771
2021-04-09 10:41:34.951670 CEST | StdReturn                  124.739
2021-04-09 10:41:34.951811 CEST | MaxReturn                  579.708
2021-04-09 10:41:34.951951 CEST | MinReturn                    0
2021-04-09 10:41:34.952089 CEST | Iteration                    2
2021-04-09 10:41:34.952230 CEST | AverageDiscountedReturn    148.652
2021-04-09 10:41:34.952368 CEST | AverageReturn              172.183
2021-04-09 10:41:34.952506 CEST | ExplainedVariance           -1.49729
2021-04-09 10:41:34.952648 CEST | NumTrajs                    22
2021-04-09 10:41:34.952788 CEST | Entropy                      1.40798
2021-04-09 10:41:34.952927 CEST | Perplexity                   4.08771
2021-04-09 10:41:34.953065 CEST | StdReturn                  162.708
2021-04-09 10:41:34.953205 CEST | MaxReturn                  679.817
2021-04-09 10:41:34.953341 CEST | MinReturn                   19.9641
2021-04-09 10:41:34.953486 CEST | Iteration                    2
2021-04-09 10:41:34.953628 CEST | AverageDiscountedReturn    131.652
2021-04-09 10:41:34.953769 CEST | AverageReturn              147.601
2021-04-09 10:41:34.953931 CEST | ExplainedVariance           -0.0998737
2021-04-09 10:41:34.954074 CEST | NumTrajs                    26
2021-04-09 10:41:34.954212 CEST | Entropy                      1.40798
2021-04-09 10:41:34.954354 CEST | Perplexity                   4.08771
2021-04-09 10:41:34.954492 CEST | StdReturn                  122.328
2021-04-09 10:41:34.954630 CEST | MaxReturn                  459.819
2021-04-09 10:41:34.954769 CEST | MinReturn                   19.9672
2021-04-09 10:41:34.954909 CEST | AveragePolicyStd             0.989106
2021-04-09 10:41:34.955048 CEST | AveragePolicyStd             0.989106
2021-04-09 10:41:34.955187 CEST | AveragePolicyStd             0.989106
2021-04-09 10:41:34.955327 CEST | AveragePolicyStd             0.989106
2021-04-09 10:41:34.955464 CEST | AveragePolicyStd             0.989106
2021-04-09 10:41:34.955604 CEST | AveragePolicyStd             0.989106
2021-04-09 10:41:34.955743 CEST | AveragePolicyStd             0.989106
2021-04-09 10:41:34.955882 CEST | AveragePolicyStd             0.989106
2021-04-09 10:41:34.956021 CEST | AveragePolicyStd             0.989106
2021-04-09 10:41:34.956161 CEST | AveragePolicyStd             0.989106
2021-04-09 10:41:34.956300 CEST | Iteration                    3
2021-04-09 10:41:34.956438 CEST | AverageDiscountedReturn    141.248
2021-04-09 10:41:34.956576 CEST | AverageReturn              156.303
2021-04-09 10:41:34.956714 CEST | ExplainedVariance            0.150238
2021-04-09 10:41:34.956853 CEST | NumTrajs                    25
2021-04-09 10:41:34.956991 CEST | Entropy                      1.39998
2021-04-09 10:41:34.957130 CEST | Perplexity                   4.05512
2021-04-09 10:41:34.957269 CEST | StdReturn                   98.5866
2021-04-09 10:41:34.957417 CEST | MaxReturn                  379.799
2021-04-09 10:41:34.957557 CEST | MinReturn                    9.98304
2021-04-09 10:41:34.957694 CEST | Iteration                    3
2021-04-09 10:41:34.957833 CEST | AverageDiscountedReturn    154.03
2021-04-09 10:41:34.958005 CEST | AverageReturn              172.623
2021-04-09 10:41:34.958144 CEST | ExplainedVariance            0.291773
2021-04-09 10:41:34.958283 CEST | NumTrajs                    22
2021-04-09 10:41:34.958421 CEST | Entropy                      1.39998
2021-04-09 10:41:34.958561 CEST | Perplexity                   4.05512
2021-04-09 10:41:34.958702 CEST | StdReturn                  111.293
2021-04-09 10:41:34.958842 CEST | MaxReturn                  369.863
2021-04-09 10:41:34.958982 CEST | MinReturn                    0
2021-04-09 10:41:34.959120 CEST | Iteration                    3
2021-04-09 10:41:34.959259 CEST | AverageDiscountedReturn    142.214
2021-04-09 10:41:34.959399 CEST | AverageReturn              159.494
2021-04-09 10:41:34.959539 CEST | ExplainedVariance            0.21303
2021-04-09 10:41:34.959678 CEST | NumTrajs                    24
2021-04-09 10:41:34.959817 CEST | Entropy                      1.39998
2021-04-09 10:41:34.959956 CEST | Perplexity                   4.05512
2021-04-09 10:41:34.960098 CEST | StdReturn                  119.403
2021-04-09 10:41:34.960237 CEST | MaxReturn                  499.851
2021-04-09 10:41:34.960376 CEST | MinReturn                   29.9513
2021-04-09 10:41:34.960516 CEST | Iteration                    3
2021-04-09 10:41:34.960655 CEST | AverageDiscountedReturn    145.16
2021-04-09 10:41:34.960794 CEST | AverageReturn              168.168
2021-04-09 10:41:34.960933 CEST | ExplainedVariance           -0.0587285
2021-04-09 10:41:34.961073 CEST | NumTrajs                    23
2021-04-09 10:41:34.961214 CEST | Entropy                      1.39998
2021-04-09 10:41:34.961355 CEST | Perplexity                   4.05512
2021-04-09 10:41:34.961493 CEST | StdReturn                  159.533
2021-04-09 10:41:34.961632 CEST | MaxReturn                  529.844
2021-04-09 10:41:34.961771 CEST | MinReturn                    9.98094
2021-04-09 10:41:34.961934 CEST | Iteration                    3
2021-04-09 10:41:34.962074 CEST | AverageDiscountedReturn    145.507
2021-04-09 10:41:34.962214 CEST | AverageReturn              165.548
2021-04-09 10:41:34.962355 CEST | ExplainedVariance            0.367352
2021-04-09 10:41:34.962497 CEST | NumTrajs                    23
2021-04-09 10:41:34.962638 CEST | Entropy                      1.39998
2021-04-09 10:41:34.962779 CEST | Perplexity                   4.05512
2021-04-09 10:41:34.962921 CEST | StdReturn                  138.078
2021-04-09 10:41:34.963062 CEST | MaxReturn                  499.84
2021-04-09 10:41:34.963203 CEST | MinReturn                   19.971
2021-04-09 10:41:34.963343 CEST | Iteration                    3
2021-04-09 10:41:34.963481 CEST | AverageDiscountedReturn    173.346
2021-04-09 10:41:34.963620 CEST | AverageReturn              200.412
2021-04-09 10:41:34.963759 CEST | ExplainedVariance           -9.22647
2021-04-09 10:41:34.963898 CEST | NumTrajs                    19
2021-04-09 10:41:34.964037 CEST | Entropy                      1.39998
2021-04-09 10:41:34.964176 CEST | Perplexity                   4.05512
2021-04-09 10:41:34.964316 CEST | StdReturn                  150.383
2021-04-09 10:41:34.964455 CEST | MaxReturn                  489.774
2021-04-09 10:41:34.964594 CEST | MinReturn                   39.9503
2021-04-09 10:41:34.964734 CEST | Iteration                    3
2021-04-09 10:41:34.964873 CEST | AverageDiscountedReturn    174.624
2021-04-09 10:41:34.965012 CEST | AverageReturn              203.029
2021-04-09 10:41:34.965151 CEST | ExplainedVariance           -0.0804027
2021-04-09 10:41:34.965292 CEST | NumTrajs                    19
2021-04-09 10:41:34.965445 CEST | Entropy                      1.39998
2021-04-09 10:41:34.965587 CEST | Perplexity                   4.05512
2021-04-09 10:41:34.965729 CEST | StdReturn                  158.161
2021-04-09 10:41:34.965906 CEST | MaxReturn                  589.614
2021-04-09 10:41:34.966056 CEST | MinReturn                    9.98552
2021-04-09 10:41:34.966198 CEST | Iteration                    3
2021-04-09 10:41:34.966341 CEST | AverageDiscountedReturn    155.728
2021-04-09 10:41:34.966488 CEST | AverageReturn              178.078
2021-04-09 10:41:34.966631 CEST | ExplainedVariance           -0.0782338
2021-04-09 10:41:34.966771 CEST | NumTrajs                    22
2021-04-09 10:41:34.966911 CEST | Entropy                      1.39998
2021-04-09 10:41:34.967053 CEST | Perplexity                   4.05512
2021-04-09 10:41:34.967194 CEST | StdReturn                  141.774
2021-04-09 10:41:34.967335 CEST | MaxReturn                  539.798
2021-04-09 10:41:34.967479 CEST | MinReturn                    9.98229
2021-04-09 10:41:34.967623 CEST | Iteration                    3
2021-04-09 10:41:34.967766 CEST | AverageDiscountedReturn    184.901
2021-04-09 10:41:34.967907 CEST | AverageReturn              220.449
2021-04-09 10:41:34.968047 CEST | ExplainedVariance            0.0970223
2021-04-09 10:41:34.968188 CEST | NumTrajs                    18
2021-04-09 10:41:34.968330 CEST | Entropy                      1.39998
2021-04-09 10:41:34.968473 CEST | Perplexity                   4.05512
2021-04-09 10:41:34.968615 CEST | StdReturn                  187.225
2021-04-09 10:41:34.968757 CEST | MaxReturn                  599.767
2021-04-09 10:41:34.968899 CEST | MinReturn                    0
2021-04-09 10:41:34.969040 CEST | Iteration                    3
2021-04-09 10:41:34.969180 CEST | AverageDiscountedReturn    139.188
2021-04-09 10:41:34.969322 CEST | AverageReturn              158.636
2021-04-09 10:41:34.969466 CEST | ExplainedVariance            0.0334803
2021-04-09 10:41:34.969610 CEST | NumTrajs                    24
2021-04-09 10:41:34.969752 CEST | Entropy                      1.39998
2021-04-09 10:41:34.969906 CEST | Perplexity                   4.05512
2021-04-09 10:41:34.970053 CEST | StdReturn                  141.279
2021-04-09 10:41:34.970193 CEST | MaxReturn                  499.808
2021-04-09 10:41:34.970336 CEST | MinReturn                    9.98134
