2021-04-08 16:01:16.246977 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247283 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247416 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247539 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247661 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247788 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247908 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248029 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248167 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248293 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248427 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248559 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248681 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248797 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248914 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249030 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.249147 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249274 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.249405 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249531 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:35.911270 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitted
2021-04-08 16:01:35.912416 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitting baseline...
2021-04-08 16:01:35.913050 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitted
2021-04-08 16:01:35.914259 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitting baseline...
2021-04-08 16:01:35.914835 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitted
2021-04-08 16:01:35.916165 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitting baseline...
2021-04-08 16:01:35.916851 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitted
2021-04-08 16:01:35.918154 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitting baseline...
2021-04-08 16:01:35.918768 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitted
2021-04-08 16:01:35.919994 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitting baseline...
2021-04-08 16:01:35.920592 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitted
2021-04-08 16:01:35.921789 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitting baseline...
2021-04-08 16:01:35.922492 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitted
2021-04-08 16:01:35.924077 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitting baseline...
2021-04-08 16:01:35.924827 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitted
2021-04-08 16:01:35.926135 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitting baseline...
2021-04-08 16:01:35.926878 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #8 | fitted
2021-04-08 16:01:37.469910 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitting baseline...
2021-04-08 16:01:37.470550 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitted
2021-04-08 16:01:37.471784 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitting baseline...
2021-04-08 16:01:37.472350 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitted
2021-04-08 16:01:37.473484 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitting baseline...
2021-04-08 16:01:37.474009 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitted
2021-04-08 16:01:37.475175 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitting baseline...
2021-04-08 16:01:37.475724 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitted
2021-04-08 16:01:37.476901 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitting baseline...
2021-04-08 16:01:37.477447 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitted
2021-04-08 16:01:37.478667 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitting baseline...
2021-04-08 16:01:37.479305 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitted
2021-04-08 16:01:37.480581 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitting baseline...
2021-04-08 16:01:37.481169 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitted
2021-04-08 16:01:37.482342 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitting baseline...
2021-04-08 16:01:37.482884 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitted
2021-04-08 16:01:37.483933 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitting baseline...
2021-04-08 16:01:37.484440 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitted
2021-04-08 16:01:37.485519 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitting baseline...
2021-04-08 16:01:37.486034 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #9 | fitted
2021-04-08 16:01:39.016136 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitting baseline...
2021-04-08 16:01:39.016809 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitted
2021-04-08 16:01:39.018056 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitting baseline...
2021-04-08 16:01:39.018645 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitted
2021-04-08 16:01:39.019795 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitting baseline...
2021-04-08 16:01:39.020332 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitted
2021-04-08 16:01:39.021559 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitting baseline...
2021-04-08 16:01:39.022195 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitted
2021-04-08 16:01:39.023456 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitting baseline...
2021-04-08 16:01:39.024003 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitted
2021-04-08 16:01:39.025306 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitting baseline...
2021-04-08 16:01:39.026016 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitted
2021-04-08 16:01:39.027223 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitting baseline...
2021-04-08 16:01:39.027816 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitted
2021-04-08 16:01:39.028873 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitting baseline...
2021-04-08 16:01:39.029396 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitted
2021-04-08 16:01:39.030480 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitting baseline...
2021-04-08 16:01:39.031138 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitted
2021-04-08 16:01:39.032423 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitting baseline...
2021-04-08 16:01:39.032981 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | fitted
2021-04-08 16:01:39.163448 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | saving snapshot...
2021-04-08 16:01:39.166800 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #10 | saved
2021-04-08 16:01:39.209851 CEST | -----------------------  ---------------
2021-04-08 16:01:39.210131 CEST | Iteration                    0
2021-04-08 16:01:39.210327 CEST | AverageDiscountedReturn     59.6334
2021-04-08 16:01:39.210501 CEST | AverageReturn               62.1052
2021-04-08 16:01:39.210669 CEST | ExplainedVariance            6.89859e-12
2021-04-08 16:01:39.210842 CEST | NumTrajs                    56
2021-04-08 16:01:39.211014 CEST | Entropy                      1.41894
2021-04-08 16:01:39.211228 CEST | Perplexity                   4.13273
2021-04-08 16:01:39.211399 CEST | StdReturn                   43.3166
2021-04-08 16:01:39.211567 CEST | MaxReturn                  189.938
2021-04-08 16:01:39.211740 CEST | MinReturn                    0
2021-04-08 16:01:39.211911 CEST | Iteration                    0
2021-04-08 16:01:39.212081 CEST | AverageDiscountedReturn     61.9098
2021-04-08 16:01:39.212257 CEST | AverageReturn               64.7729
2021-04-08 16:01:39.212423 CEST | ExplainedVariance            0.0880218
2021-04-08 16:01:39.212603 CEST | NumTrajs                    54
2021-04-08 16:01:39.212759 CEST | Entropy                      1.41894
2021-04-08 16:01:39.212929 CEST | Perplexity                   4.13273
2021-04-08 16:01:39.213108 CEST | StdReturn                   48.992
2021-04-08 16:01:39.213286 CEST | MaxReturn                  219.925
2021-04-08 16:01:39.213460 CEST | MinReturn                    9.98066
2021-04-08 16:01:39.213623 CEST | Iteration                    0
2021-04-08 16:01:39.213791 CEST | AverageDiscountedReturn     56.3117
2021-04-08 16:01:39.213957 CEST | AverageReturn               58.7984
2021-04-08 16:01:39.214127 CEST | ExplainedVariance            0.202351
2021-04-08 16:01:39.214302 CEST | NumTrajs                    60
2021-04-08 16:01:39.214479 CEST | Entropy                      1.41894
2021-04-08 16:01:39.214648 CEST | Perplexity                   4.13273
2021-04-08 16:01:39.214863 CEST | StdReturn                   47.8382
2021-04-08 16:01:39.215042 CEST | MaxReturn                  219.875
2021-04-08 16:01:39.215240 CEST | MinReturn                    0
2021-04-08 16:01:39.215411 CEST | Iteration                    0
2021-04-08 16:01:39.215588 CEST | AverageDiscountedReturn     64.2909
2021-04-08 16:01:39.215765 CEST | AverageReturn               67.2566
2021-04-08 16:01:39.215930 CEST | ExplainedVariance            0.111484
2021-04-08 16:01:39.216103 CEST | NumTrajs                    52
2021-04-08 16:01:39.216266 CEST | Entropy                      1.41894
2021-04-08 16:01:39.216431 CEST | Perplexity                   4.13273
2021-04-08 16:01:39.216610 CEST | StdReturn                   47.848
2021-04-08 16:01:39.216782 CEST | MaxReturn                  189.808
2021-04-08 16:01:39.216950 CEST | MinReturn                    9.98204
2021-04-08 16:01:39.217126 CEST | Iteration                    0
2021-04-08 16:01:39.217303 CEST | AverageDiscountedReturn     56.7081
2021-04-08 16:01:39.217476 CEST | AverageReturn               58.9271
2021-04-08 16:01:39.217647 CEST | ExplainedVariance            0.283506
2021-04-08 16:01:39.217822 CEST | NumTrajs                    58
2021-04-08 16:01:39.217990 CEST | Entropy                      1.41894
2021-04-08 16:01:39.218151 CEST | Perplexity                   4.13273
2021-04-08 16:01:39.218326 CEST | StdReturn                   41.1187
2021-04-08 16:01:39.218506 CEST | MaxReturn                  169.92
2021-04-08 16:01:39.218671 CEST | MinReturn                    9.97961
2021-04-08 16:01:39.218845 CEST | Iteration                    0
2021-04-08 16:01:39.219014 CEST | AverageDiscountedReturn     56.406
2021-04-08 16:01:39.219230 CEST | AverageReturn               58.9271
2021-04-08 16:01:39.219399 CEST | ExplainedVariance           -0.189945
2021-04-08 16:01:39.219564 CEST | NumTrajs                    58
2021-04-08 16:01:39.219724 CEST | Entropy                      1.41894
2021-04-08 16:01:39.219900 CEST | Perplexity                   4.13273
2021-04-08 16:01:39.220062 CEST | StdReturn                   48.6406
2021-04-08 16:01:39.220233 CEST | MaxReturn                  239.943
2021-04-08 16:01:39.220402 CEST | MinReturn                    0
2021-04-08 16:01:39.220571 CEST | Iteration                    0
2021-04-08 16:01:39.220736 CEST | AverageDiscountedReturn     54.5951
2021-04-08 16:01:39.220899 CEST | AverageReturn               56.6227
2021-04-08 16:01:39.221065 CEST | ExplainedVariance            0.125823
2021-04-08 16:01:39.221224 CEST | NumTrajs                    60
2021-04-08 16:01:39.221386 CEST | Entropy                      1.41894
2021-04-08 16:01:39.221555 CEST | Perplexity                   4.13273
2021-04-08 16:01:39.221714 CEST | StdReturn                   39.1613
2021-04-08 16:01:39.221875 CEST | MaxReturn                  199.88
2021-04-08 16:01:39.222038 CEST | MinReturn                    0
2021-04-08 16:01:39.222214 CEST | Iteration                    0
2021-04-08 16:01:39.222387 CEST | AverageDiscountedReturn     64.5856
2021-04-08 16:01:39.222560 CEST | AverageReturn               68.5874
2021-04-08 16:01:39.222719 CEST | ExplainedVariance            0.0997877
2021-04-08 16:01:39.222892 CEST | NumTrajs                    51
2021-04-08 16:01:39.223058 CEST | Entropy                      1.41894
2021-04-08 16:01:39.223266 CEST | Perplexity                   4.13273
2021-04-08 16:01:39.223449 CEST | StdReturn                   66.4851
2021-04-08 16:01:39.223619 CEST | MaxReturn                  309.84
2021-04-08 16:01:39.223793 CEST | MinReturn                    0
2021-04-08 16:01:39.223966 CEST | Iteration                    0
2021-04-08 16:01:39.224139 CEST | AverageDiscountedReturn     63.1045
2021-04-08 16:01:39.224318 CEST | AverageReturn               65.9951
2021-04-08 16:01:39.224482 CEST | ExplainedVariance            0.0622214
2021-04-08 16:01:39.224661 CEST | NumTrajs                    53
2021-04-08 16:01:39.224828 CEST | Entropy                      1.41894
2021-04-08 16:01:39.225005 CEST | Perplexity                   4.13273
2021-04-08 16:01:39.225179 CEST | StdReturn                   47.8909
2021-04-08 16:01:39.225363 CEST | MaxReturn                  189.93
2021-04-08 16:01:39.225530 CEST | MinReturn                    9.97929
2021-04-08 16:01:39.225711 CEST | Iteration                    0
2021-04-08 16:01:39.225875 CEST | AverageDiscountedReturn     58.0841
2021-04-08 16:01:39.226058 CEST | AverageReturn               60.3095
2021-04-08 16:01:39.226236 CEST | ExplainedVariance            0.21185
2021-04-08 16:01:39.226408 CEST | NumTrajs                    57
2021-04-08 16:01:39.226618 CEST | Entropy                      1.41894
2021-04-08 16:01:39.226792 CEST | Perplexity                   4.13273
2021-04-08 16:01:39.226964 CEST | StdReturn                   39.3614
2021-04-08 16:01:39.227160 CEST | MaxReturn                  189.898
2021-04-08 16:01:39.227348 CEST | MinReturn                    0
2021-04-08 16:01:39.227504 CEST | AveragePolicyStd             1
2021-04-08 16:01:39.227671 CEST | AveragePolicyStd             1
2021-04-08 16:01:39.227841 CEST | AveragePolicyStd             1
2021-04-08 16:01:39.228007 CEST | AveragePolicyStd             1
2021-04-08 16:01:39.228176 CEST | AveragePolicyStd             1
2021-04-08 16:01:39.228344 CEST | AveragePolicyStd             1
2021-04-08 16:01:39.228510 CEST | AveragePolicyStd             1
2021-04-08 16:01:39.228678 CEST | AveragePolicyStd             1
2021-04-08 16:01:39.228835 CEST | AveragePolicyStd             1
2021-04-08 16:01:39.228992 CEST | AveragePolicyStd             1
2021-04-08 16:01:39.229159 CEST | Iteration                    1
2021-04-08 16:01:39.229324 CEST | AverageDiscountedReturn     83.0771
2021-04-08 16:01:39.229493 CEST | AverageReturn               89.9382
2021-04-08 16:01:39.229654 CEST | ExplainedVariance           -0.262738
2021-04-08 16:01:39.229821 CEST | NumTrajs                    40
2021-04-08 16:01:39.229987 CEST | Entropy                      1.41031
2021-04-08 16:01:39.230154 CEST | Perplexity                   4.09723
2021-04-08 16:01:39.230318 CEST | StdReturn                   87.6559
2021-04-08 16:01:39.230480 CEST | MaxReturn                  439.809
2021-04-08 16:01:39.230644 CEST | MinReturn                    0
2021-04-08 16:01:39.230821 CEST | Iteration                    1
2021-04-08 16:01:39.230994 CEST | AverageDiscountedReturn    125.029
2021-04-08 16:01:39.231196 CEST | AverageReturn              138.497
2021-04-08 16:01:39.231364 CEST | ExplainedVariance           -0.162468
2021-04-08 16:01:39.231540 CEST | NumTrajs                    28
2021-04-08 16:01:39.231704 CEST | Entropy                      1.41031
2021-04-08 16:01:39.231869 CEST | Perplexity                   4.09723
2021-04-08 16:01:39.232032 CEST | StdReturn                  107.716
2021-04-08 16:01:39.232201 CEST | MaxReturn                  459.72
2021-04-08 16:01:39.232366 CEST | MinReturn                    9.99194
2021-04-08 16:01:39.232567 CEST | Iteration                    1
2021-04-08 16:01:39.232755 CEST | AverageDiscountedReturn     95.6342
2021-04-08 16:01:39.232937 CEST | AverageReturn              102.714
2021-04-08 16:01:39.233110 CEST | ExplainedVariance            0.179394
2021-04-08 16:01:39.233291 CEST | NumTrajs                    36
2021-04-08 16:01:39.233450 CEST | Entropy                      1.41031
2021-04-08 16:01:39.233598 CEST | Perplexity                   4.09723
2021-04-08 16:01:39.233745 CEST | StdReturn                   74.636
2021-04-08 16:01:39.233907 CEST | MaxReturn                  359.816
2021-04-08 16:01:39.234054 CEST | MinReturn                    9.97932
2021-04-08 16:01:39.234208 CEST | Iteration                    1
2021-04-08 16:01:39.234362 CEST | AverageDiscountedReturn     81.4996
2021-04-08 16:01:39.234516 CEST | AverageReturn               86.8473
2021-04-08 16:01:39.234663 CEST | ExplainedVariance            0.272903
2021-04-08 16:01:39.234812 CEST | NumTrajs                    42
2021-04-08 16:01:39.234960 CEST | Entropy                      1.41031
2021-04-08 16:01:39.235120 CEST | Perplexity                   4.09723
2021-04-08 16:01:39.235268 CEST | StdReturn                   68.1631
2021-04-08 16:01:39.235415 CEST | MaxReturn                  299.905
2021-04-08 16:01:39.235561 CEST | MinReturn                    9.98738
2021-04-08 16:01:39.235707 CEST | Iteration                    1
2021-04-08 16:01:39.235862 CEST | AverageDiscountedReturn     97.7891
2021-04-08 16:01:39.236021 CEST | AverageReturn              104.225
2021-04-08 16:01:39.236178 CEST | ExplainedVariance            0.175347
2021-04-08 16:01:39.236326 CEST | NumTrajs                    35
2021-04-08 16:01:39.236472 CEST | Entropy                      1.41031
2021-04-08 16:01:39.236617 CEST | Perplexity                   4.09723
2021-04-08 16:01:39.236761 CEST | StdReturn                   60.5059
2021-04-08 16:01:39.236907 CEST | MaxReturn                  239.923
2021-04-08 16:01:39.237053 CEST | MinReturn                    9.98023
2021-04-08 16:01:39.237207 CEST | Iteration                    1
2021-04-08 16:01:39.237354 CEST | AverageDiscountedReturn     84.7479
2021-04-08 16:01:39.237503 CEST | AverageReturn               91.1926
2021-04-08 16:01:39.237650 CEST | ExplainedVariance           -0.0892102
2021-04-08 16:01:39.237794 CEST | NumTrajs                    40
2021-04-08 16:01:39.237936 CEST | Entropy                      1.41031
2021-04-08 16:01:39.238082 CEST | Perplexity                   4.09723
2021-04-08 16:01:39.238232 CEST | StdReturn                   80.1033
2021-04-08 16:01:39.238382 CEST | MaxReturn                  339.923
2021-04-08 16:01:39.238581 CEST | MinReturn                    9.97954
2021-04-08 16:01:39.238729 CEST | Iteration                    1
2021-04-08 16:01:39.238874 CEST | AverageDiscountedReturn     96.9045
2021-04-08 16:01:39.239021 CEST | AverageReturn              107.871
2021-04-08 16:01:39.239192 CEST | ExplainedVariance           -0.802016
2021-04-08 16:01:39.239339 CEST | NumTrajs                    34
2021-04-08 16:01:39.239491 CEST | Entropy                      1.41031
2021-04-08 16:01:39.239638 CEST | Perplexity                   4.09723
2021-04-08 16:01:39.239788 CEST | StdReturn                  117.972
2021-04-08 16:01:39.239933 CEST | MaxReturn                  519.86
2021-04-08 16:01:39.240077 CEST | MinReturn                    9.98056
2021-04-08 16:01:39.240236 CEST | Iteration                    1
2021-04-08 16:01:39.240382 CEST | AverageDiscountedReturn     87.2179
2021-04-08 16:01:39.240527 CEST | AverageReturn               93.2713
2021-04-08 16:01:39.240682 CEST | ExplainedVariance           -0.207702
2021-04-08 16:01:39.240833 CEST | NumTrajs                    39
2021-04-08 16:01:39.240979 CEST | Entropy                      1.41031
2021-04-08 16:01:39.241123 CEST | Perplexity                   4.09723
2021-04-08 16:01:39.241268 CEST | StdReturn                   71.0215
2021-04-08 16:01:39.241415 CEST | MaxReturn                  329.855
2021-04-08 16:01:39.241559 CEST | MinReturn                    9.98019
2021-04-08 16:01:39.241704 CEST | Iteration                    1
2021-04-08 16:01:39.241849 CEST | AverageDiscountedReturn     90.6752
2021-04-08 16:01:39.241995 CEST | AverageReturn               97.0421
2021-04-08 16:01:39.242139 CEST | ExplainedVariance           -0.591183
2021-04-08 16:01:39.242284 CEST | NumTrajs                    38
2021-04-08 16:01:39.242429 CEST | Entropy                      1.41031
2021-04-08 16:01:39.242574 CEST | Perplexity                   4.09723
2021-04-08 16:01:39.242722 CEST | StdReturn                   70.6747
2021-04-08 16:01:39.242881 CEST | MaxReturn                  259.872
2021-04-08 16:01:39.243052 CEST | MinReturn                    9.98119
2021-04-08 16:01:39.243245 CEST | Iteration                    1
2021-04-08 16:01:39.243454 CEST | AverageDiscountedReturn     97.1639
2021-04-08 16:01:39.243623 CEST | AverageReturn              105.064
2021-04-08 16:01:39.243791 CEST | ExplainedVariance           -0.159801
2021-04-08 16:01:39.243958 CEST | NumTrajs                    35
2021-04-08 16:01:39.244120 CEST | Entropy                      1.41031
2021-04-08 16:01:39.244282 CEST | Perplexity                   4.09723
2021-04-08 16:01:39.244445 CEST | StdReturn                   84.1922
2021-04-08 16:01:39.244611 CEST | MaxReturn                  439.848
2021-04-08 16:01:39.244773 CEST | MinReturn                    0
2021-04-08 16:01:39.244932 CEST | AveragePolicyStd             0.991409
2021-04-08 16:01:39.245107 CEST | AveragePolicyStd             0.991409
2021-04-08 16:01:39.245272 CEST | AveragePolicyStd             0.991409
2021-04-08 16:01:39.245488 CEST | AveragePolicyStd             0.991409
2021-04-08 16:01:39.245661 CEST | AveragePolicyStd             0.991409
2021-04-08 16:01:39.245807 CEST | AveragePolicyStd             0.991409
2021-04-08 16:01:39.245981 CEST | AveragePolicyStd             0.991409
2021-04-08 16:01:39.246144 CEST | AveragePolicyStd             0.991409
2021-04-08 16:01:39.246342 CEST | AveragePolicyStd             0.991409
2021-04-08 16:01:39.246484 CEST | AveragePolicyStd             0.991409
2021-04-08 16:01:39.246618 CEST | Iteration                    2
2021-04-08 16:01:39.246751 CEST | AverageDiscountedReturn    147.466
2021-04-08 16:01:39.246884 CEST | AverageReturn              164.694
2021-04-08 16:01:39.247018 CEST | ExplainedVariance            0.171143
2021-04-08 16:01:39.247198 CEST | NumTrajs                    23
2021-04-08 16:01:39.247332 CEST | Entropy                      1.40179
2021-04-08 16:01:39.247465 CEST | Perplexity                   4.06248
2021-04-08 16:01:39.247605 CEST | StdReturn                  110.569
2021-04-08 16:01:39.247740 CEST | MaxReturn                  499.779
2021-04-08 16:01:39.247873 CEST | MinReturn                    9.97956
2021-04-08 16:01:39.248013 CEST | Iteration                    2
2021-04-08 16:01:39.248146 CEST | AverageDiscountedReturn    107.395
2021-04-08 16:01:39.248280 CEST | AverageReturn              119.923
2021-04-08 16:01:39.248414 CEST | ExplainedVariance           -0.336176
2021-04-08 16:01:39.248548 CEST | NumTrajs                    31
2021-04-08 16:01:39.248681 CEST | Entropy                      1.40179
2021-04-08 16:01:39.248815 CEST | Perplexity                   4.06248
2021-04-08 16:01:39.248956 CEST | StdReturn                  122.961
2021-04-08 16:01:39.249090 CEST | MaxReturn                  629.749
2021-04-08 16:01:39.249223 CEST | MinReturn                    9.98148
2021-04-08 16:01:39.249356 CEST | Iteration                    2
2021-04-08 16:01:39.249488 CEST | AverageDiscountedReturn     99.7977
2021-04-08 16:01:39.249623 CEST | AverageReturn              107.575
