2021-04-08 10:49:00.347166 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.347606 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.347864 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.348103 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.348340 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.348569 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.348798 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.349026 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.349252 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.349477 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.349700 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.349927 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.350154 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.350377 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.350602 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.350826 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.351053 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.351328 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.351555 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.351783 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:21.568881 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitting baseline...
2021-04-08 10:49:21.569434 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitted
2021-04-08 10:49:21.570616 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitting baseline...
2021-04-08 10:49:21.571261 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitted
2021-04-08 10:49:21.572399 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitting baseline...
2021-04-08 10:49:21.573033 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitted
2021-04-08 10:49:21.574203 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitting baseline...
2021-04-08 10:49:21.574716 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitted
2021-04-08 10:49:21.575772 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitting baseline...
2021-04-08 10:49:21.576262 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitted
2021-04-08 10:49:21.577267 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitting baseline...
2021-04-08 10:49:21.577774 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitted
2021-04-08 10:49:21.578893 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitting baseline...
2021-04-08 10:49:21.579485 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitted
2021-04-08 10:49:21.580546 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitting baseline...
2021-04-08 10:49:21.581073 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitted
2021-04-08 10:49:21.582159 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitting baseline...
2021-04-08 10:49:21.582666 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #9 | fitted
2021-04-08 10:49:23.166125 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitting baseline...
2021-04-08 10:49:23.166806 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitted
2021-04-08 10:49:23.168017 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitting baseline...
2021-04-08 10:49:23.168575 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitted
2021-04-08 10:49:23.169670 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitting baseline...
2021-04-08 10:49:23.170195 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitted
2021-04-08 10:49:23.171414 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitting baseline...
2021-04-08 10:49:23.171999 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitted
2021-04-08 10:49:23.173298 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitting baseline...
2021-04-08 10:49:23.173906 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitted
2021-04-08 10:49:23.175035 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitting baseline...
2021-04-08 10:49:23.175719 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitted
2021-04-08 10:49:23.176955 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitting baseline...
2021-04-08 10:49:23.177544 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitted
2021-04-08 10:49:23.178717 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitting baseline...
2021-04-08 10:49:23.179287 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitted
2021-04-08 10:49:23.180414 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitting baseline...
2021-04-08 10:49:23.181005 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitted
2021-04-08 10:49:23.182034 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitting baseline...
2021-04-08 10:49:23.182523 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | fitted
2021-04-08 10:49:23.212240 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | saving snapshot...
2021-04-08 10:49:23.215010 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] itr #10 | saved
2021-04-08 10:49:23.255454 CEST | -----------------------  ---------------
2021-04-08 10:49:23.255698 CEST | Iteration                    0
2021-04-08 10:49:23.255848 CEST | AverageDiscountedReturn     62.1661
2021-04-08 10:49:23.255994 CEST | AverageReturn               65.3246
2021-04-08 10:49:23.256160 CEST | ExplainedVariance            4.45022e-12
2021-04-08 10:49:23.256304 CEST | NumTrajs                    54
2021-04-08 10:49:23.256452 CEST | Entropy                      1.41894
2021-04-08 10:49:23.256601 CEST | Perplexity                   4.13273
2021-04-08 10:49:23.256744 CEST | StdReturn                   54.6718
2021-04-08 10:49:23.256890 CEST | MaxReturn                  239.939
2021-04-08 10:49:23.257028 CEST | MinReturn                    0
2021-04-08 10:49:23.257167 CEST | Iteration                    0
2021-04-08 10:49:23.257313 CEST | AverageDiscountedReturn     75.6947
2021-04-08 10:49:23.257455 CEST | AverageReturn               79.2964
2021-04-08 10:49:23.257601 CEST | ExplainedVariance            0.149761
2021-04-08 10:49:23.257741 CEST | NumTrajs                    46
2021-04-08 10:49:23.257886 CEST | Entropy                      1.41894
2021-04-08 10:49:23.258051 CEST | Perplexity                   4.13273
2021-04-08 10:49:23.258189 CEST | StdReturn                   44.3823
2021-04-08 10:49:23.258329 CEST | MaxReturn                  199.933
2021-04-08 10:49:23.258481 CEST | MinReturn                    9.98048
2021-04-08 10:49:23.258622 CEST | Iteration                    0
2021-04-08 10:49:23.258762 CEST | AverageDiscountedReturn     81.3935
2021-04-08 10:49:23.258922 CEST | AverageReturn               86.6081
2021-04-08 10:49:23.259066 CEST | ExplainedVariance           -0.0346925
2021-04-08 10:49:23.259222 CEST | NumTrajs                    42
2021-04-08 10:49:23.259363 CEST | Entropy                      1.41894
2021-04-08 10:49:23.259512 CEST | Perplexity                   4.13273
2021-04-08 10:49:23.259653 CEST | StdReturn                   66.0759
2021-04-08 10:49:23.259795 CEST | MaxReturn                  309.865
2021-04-08 10:49:23.259937 CEST | MinReturn                   19.9659
2021-04-08 10:49:23.260076 CEST | Iteration                    0
2021-04-08 10:49:23.260209 CEST | AverageDiscountedReturn     69.2339
2021-04-08 10:49:23.260352 CEST | AverageReturn               73.6999
2021-04-08 10:49:23.260501 CEST | ExplainedVariance            0.207823
2021-04-08 10:49:23.260639 CEST | NumTrajs                    48
2021-04-08 10:49:23.260775 CEST | Entropy                      1.41894
2021-04-08 10:49:23.260912 CEST | Perplexity                   4.13273
2021-04-08 10:49:23.261052 CEST | StdReturn                   69.3352
2021-04-08 10:49:23.261193 CEST | MaxReturn                  319.898
2021-04-08 10:49:23.261338 CEST | MinReturn                    9.98112
2021-04-08 10:49:23.261484 CEST | Iteration                    0
2021-04-08 10:49:23.261631 CEST | AverageDiscountedReturn     72.5587
2021-04-08 10:49:23.261769 CEST | AverageReturn               76.5465
2021-04-08 10:49:23.261907 CEST | ExplainedVariance            0.0333209
2021-04-08 10:49:23.262051 CEST | NumTrajs                    47
2021-04-08 10:49:23.262196 CEST | Entropy                      1.41894
2021-04-08 10:49:23.262337 CEST | Perplexity                   4.13273
2021-04-08 10:49:23.262483 CEST | StdReturn                   56.9318
2021-04-08 10:49:23.262620 CEST | MaxReturn                  229.926
2021-04-08 10:49:23.262774 CEST | MinReturn                    9.98056
2021-04-08 10:49:23.262922 CEST | Iteration                    0
2021-04-08 10:49:23.263069 CEST | AverageDiscountedReturn     74.8947
2021-04-08 10:49:23.263247 CEST | AverageReturn               78.8417
2021-04-08 10:49:23.263398 CEST | ExplainedVariance            0.219993
2021-04-08 10:49:23.263542 CEST | NumTrajs                    45
2021-04-08 10:49:23.263688 CEST | Entropy                      1.41894
2021-04-08 10:49:23.263829 CEST | Perplexity                   4.13273
2021-04-08 10:49:23.263970 CEST | StdReturn                   52.8542
2021-04-08 10:49:23.264114 CEST | MaxReturn                  209.873
2021-04-08 10:49:23.264262 CEST | MinReturn                    9.9856
2021-04-08 10:49:23.264438 CEST | Iteration                    0
2021-04-08 10:49:23.264581 CEST | AverageDiscountedReturn     86.2666
2021-04-08 10:49:23.264723 CEST | AverageReturn               91.9434
2021-04-08 10:49:23.264859 CEST | ExplainedVariance           -0.149807
2021-04-08 10:49:23.265002 CEST | NumTrajs                    40
2021-04-08 10:49:23.265141 CEST | Entropy                      1.41894
2021-04-08 10:49:23.265290 CEST | Perplexity                   4.13273
2021-04-08 10:49:23.265439 CEST | StdReturn                   66.8381
2021-04-08 10:49:23.265580 CEST | MaxReturn                  299.838
2021-04-08 10:49:23.265721 CEST | MinReturn                   19.9648
2021-04-08 10:49:23.265865 CEST | Iteration                    0
2021-04-08 10:49:23.266008 CEST | AverageDiscountedReturn     99.9416
2021-04-08 10:49:23.266169 CEST | AverageReturn              108.174
2021-04-08 10:49:23.266330 CEST | ExplainedVariance           -0.201462
2021-04-08 10:49:23.266474 CEST | NumTrajs                    34
2021-04-08 10:49:23.266609 CEST | Entropy                      1.41894
2021-04-08 10:49:23.266749 CEST | Perplexity                   4.13273
2021-04-08 10:49:23.266890 CEST | StdReturn                   83.7908
2021-04-08 10:49:23.267040 CEST | MaxReturn                  379.896
2021-04-08 10:49:23.267207 CEST | MinReturn                    9.9844
2021-04-08 10:49:23.267351 CEST | Iteration                    0
2021-04-08 10:49:23.267510 CEST | AverageDiscountedReturn     84.8353
2021-04-08 10:49:23.267650 CEST | AverageReturn               90.4402
2021-04-08 10:49:23.267798 CEST | ExplainedVariance            0.141305
2021-04-08 10:49:23.267947 CEST | NumTrajs                    40
2021-04-08 10:49:23.268097 CEST | Entropy                      1.41894
2021-04-08 10:49:23.268245 CEST | Perplexity                   4.13273
2021-04-08 10:49:23.268391 CEST | StdReturn                   67.3343
2021-04-08 10:49:23.268536 CEST | MaxReturn                  279.848
2021-04-08 10:49:23.268676 CEST | MinReturn                    0
2021-04-08 10:49:23.268817 CEST | Iteration                    0
2021-04-08 10:49:23.268958 CEST | AverageDiscountedReturn     72.3895
2021-04-08 10:49:23.269102 CEST | AverageReturn               76.3324
2021-04-08 10:49:23.269244 CEST | ExplainedVariance            0.204756
2021-04-08 10:49:23.269391 CEST | NumTrajs                    47
2021-04-08 10:49:23.269532 CEST | Entropy                      1.41894
2021-04-08 10:49:23.269675 CEST | Perplexity                   4.13273
2021-04-08 10:49:23.269811 CEST | StdReturn                   56.1412
2021-04-08 10:49:23.269953 CEST | MaxReturn                  219.877
2021-04-08 10:49:23.270098 CEST | MinReturn                    0
2021-04-08 10:49:23.270239 CEST | AveragePolicyStd             1
2021-04-08 10:49:23.270378 CEST | AveragePolicyStd             1
2021-04-08 10:49:23.270520 CEST | AveragePolicyStd             1
2021-04-08 10:49:23.270670 CEST | AveragePolicyStd             1
2021-04-08 10:49:23.270817 CEST | AveragePolicyStd             1
2021-04-08 10:49:23.270997 CEST | AveragePolicyStd             1
2021-04-08 10:49:23.271198 CEST | AveragePolicyStd             1
2021-04-08 10:49:23.271365 CEST | AveragePolicyStd             1
2021-04-08 10:49:23.271530 CEST | AveragePolicyStd             1
2021-04-08 10:49:23.271692 CEST | AveragePolicyStd             1
2021-04-08 10:49:23.271854 CEST | Iteration                    1
2021-04-08 10:49:23.272004 CEST | AverageDiscountedReturn     97.2315
2021-04-08 10:49:23.272176 CEST | AverageReturn              105.205
2021-04-08 10:49:23.272341 CEST | ExplainedVariance            0.24805
2021-04-08 10:49:23.272496 CEST | NumTrajs                    36
2021-04-08 10:49:23.272662 CEST | Entropy                      1.40968
2021-04-08 10:49:23.272821 CEST | Perplexity                   4.09464
2021-04-08 10:49:23.272988 CEST | StdReturn                   83.9533
2021-04-08 10:49:23.273146 CEST | MaxReturn                  379.883
2021-04-08 10:49:23.273315 CEST | MinReturn                    9.98123
2021-04-08 10:49:23.273474 CEST | Iteration                    1
2021-04-08 10:49:23.273639 CEST | AverageDiscountedReturn     90.6206
2021-04-08 10:49:23.273803 CEST | AverageReturn               98.1443
2021-04-08 10:49:23.273974 CEST | ExplainedVariance            0.0752204
2021-04-08 10:49:23.274142 CEST | NumTrajs                    39
2021-04-08 10:49:23.274315 CEST | Entropy                      1.40968
2021-04-08 10:49:23.274479 CEST | Perplexity                   4.09464
2021-04-08 10:49:23.274643 CEST | StdReturn                   86.6355
2021-04-08 10:49:23.274806 CEST | MaxReturn                  369.851
2021-04-08 10:49:23.274988 CEST | MinReturn                    0
2021-04-08 10:49:23.275162 CEST | Iteration                    1
2021-04-08 10:49:23.275331 CEST | AverageDiscountedReturn    175.108
2021-04-08 10:49:23.275493 CEST | AverageReturn              202.732
2021-04-08 10:49:23.275700 CEST | ExplainedVariance            0.169584
2021-04-08 10:49:23.275868 CEST | NumTrajs                    21
2021-04-08 10:49:23.276034 CEST | Entropy                      1.40968
2021-04-08 10:49:23.276194 CEST | Perplexity                   4.09464
2021-04-08 10:49:23.276398 CEST | StdReturn                  152.632
2021-04-08 10:49:23.276574 CEST | MaxReturn                  539.698
2021-04-08 10:49:23.276735 CEST | MinReturn                   19.9666
2021-04-08 10:49:23.276901 CEST | Iteration                    1
2021-04-08 10:49:23.277072 CEST | AverageDiscountedReturn    119.206
2021-04-08 10:49:23.277236 CEST | AverageReturn              134.571
2021-04-08 10:49:23.277403 CEST | ExplainedVariance            0.218425
2021-04-08 10:49:23.277568 CEST | NumTrajs                    28
2021-04-08 10:49:23.277730 CEST | Entropy                      1.40968
2021-04-08 10:49:23.277891 CEST | Perplexity                   4.09464
2021-04-08 10:49:23.278060 CEST | StdReturn                  132.696
2021-04-08 10:49:23.278213 CEST | MaxReturn                  539.849
2021-04-08 10:49:23.278353 CEST | MinReturn                    0
2021-04-08 10:49:23.278497 CEST | Iteration                    1
2021-04-08 10:49:23.278646 CEST | AverageDiscountedReturn    119.621
2021-04-08 10:49:23.278789 CEST | AverageReturn              133.024
2021-04-08 10:49:23.278934 CEST | ExplainedVariance           -1.04947
2021-04-08 10:49:23.279071 CEST | NumTrajs                    29
2021-04-08 10:49:23.279237 CEST | Entropy                      1.40968
2021-04-08 10:49:23.279384 CEST | Perplexity                   4.09464
2021-04-08 10:49:23.279525 CEST | StdReturn                  114.857
2021-04-08 10:49:23.279671 CEST | MaxReturn                  489.813
2021-04-08 10:49:23.279817 CEST | MinReturn                    9.97916
2021-04-08 10:49:23.279958 CEST | Iteration                    1
2021-04-08 10:49:23.280097 CEST | AverageDiscountedReturn     95.629
2021-04-08 10:49:23.280242 CEST | AverageReturn              103.271
2021-04-08 10:49:23.280390 CEST | ExplainedVariance            0.149867
2021-04-08 10:49:23.280536 CEST | NumTrajs                    36
2021-04-08 10:49:23.280679 CEST | Entropy                      1.40968
2021-04-08 10:49:23.280821 CEST | Perplexity                   4.09464
2021-04-08 10:49:23.280961 CEST | StdReturn                   82.3392
2021-04-08 10:49:23.281099 CEST | MaxReturn                  429.922
2021-04-08 10:49:23.281233 CEST | MinReturn                    9.98536
2021-04-08 10:49:23.281381 CEST | Iteration                    1
2021-04-08 10:49:23.281522 CEST | AverageDiscountedReturn     93.0884
2021-04-08 10:49:23.281668 CEST | AverageReturn               99.9264
2021-04-08 10:49:23.281811 CEST | ExplainedVariance            0.209577
2021-04-08 10:49:23.281956 CEST | NumTrajs                    37
2021-04-08 10:49:23.282093 CEST | Entropy                      1.40968
2021-04-08 10:49:23.282234 CEST | Perplexity                   4.09464
2021-04-08 10:49:23.282384 CEST | StdReturn                   73.9561
2021-04-08 10:49:23.282533 CEST | MaxReturn                  269.798
2021-04-08 10:49:23.282678 CEST | MinReturn                    0
2021-04-08 10:49:23.282831 CEST | Iteration                    1
2021-04-08 10:49:23.282976 CEST | AverageDiscountedReturn    121.785
2021-04-08 10:49:23.283160 CEST | AverageReturn              138.493
2021-04-08 10:49:23.283306 CEST | ExplainedVariance           -3.00019
2021-04-08 10:49:23.283444 CEST | NumTrajs                    28
2021-04-08 10:49:23.283582 CEST | Entropy                      1.40968
2021-04-08 10:49:23.283719 CEST | Perplexity                   4.09464
2021-04-08 10:49:23.283856 CEST | StdReturn                  142.844
2021-04-08 10:49:23.283993 CEST | MaxReturn                  589.866
2021-04-08 10:49:23.284130 CEST | MinReturn                    9.98822
2021-04-08 10:49:23.284268 CEST | Iteration                    1
2021-04-08 10:49:23.284409 CEST | AverageDiscountedReturn     93.9022
2021-04-08 10:49:23.284549 CEST | AverageReturn              101.041
2021-04-08 10:49:23.284688 CEST | ExplainedVariance           -0.458441
2021-04-08 10:49:23.284828 CEST | NumTrajs                    36
2021-04-08 10:49:23.284966 CEST | Entropy                      1.40968
2021-04-08 10:49:23.285106 CEST | Perplexity                   4.09464
2021-04-08 10:49:23.285247 CEST | StdReturn                   77.4136
2021-04-08 10:49:23.285387 CEST | MaxReturn                  359.802
2021-04-08 10:49:23.285527 CEST | MinReturn                    9.98469
2021-04-08 10:49:23.285673 CEST | Iteration                    1
2021-04-08 10:49:23.285812 CEST | AverageDiscountedReturn    116.255
2021-04-08 10:49:23.285953 CEST | AverageReturn              128.631
2021-04-08 10:49:23.286094 CEST | ExplainedVariance            0.026522
2021-04-08 10:49:23.286234 CEST | NumTrajs                    31
2021-04-08 10:49:23.286382 CEST | Entropy                      1.40968
2021-04-08 10:49:23.286521 CEST | Perplexity                   4.09464
2021-04-08 10:49:23.286660 CEST | StdReturn                  108.397
2021-04-08 10:49:23.286801 CEST | MaxReturn                  419.873
2021-04-08 10:49:23.286938 CEST | MinReturn                    0
2021-04-08 10:49:23.287076 CEST | AveragePolicyStd             0.990783
2021-04-08 10:49:23.287244 CEST | AveragePolicyStd             0.990783
2021-04-08 10:49:23.287415 CEST | AveragePolicyStd             0.990783
2021-04-08 10:49:23.287579 CEST | AveragePolicyStd             0.990783
2021-04-08 10:49:23.287742 CEST | AveragePolicyStd             0.990783
2021-04-08 10:49:23.287887 CEST | AveragePolicyStd             0.990783
2021-04-08 10:49:23.288044 CEST | AveragePolicyStd             0.990783
2021-04-08 10:49:23.288231 CEST | AveragePolicyStd             0.990783
2021-04-08 10:49:23.288399 CEST | AveragePolicyStd             0.990783
2021-04-08 10:49:23.288558 CEST | AveragePolicyStd             0.990783
2021-04-08 10:49:23.288711 CEST | Iteration                    2
2021-04-08 10:49:23.288863 CEST | AverageDiscountedReturn    127.968
2021-04-08 10:49:23.289013 CEST | AverageReturn              139.899
2021-04-08 10:49:23.289168 CEST | ExplainedVariance            0.386159
2021-04-08 10:49:23.289320 CEST | NumTrajs                    28
2021-04-08 10:49:23.289473 CEST | Entropy                      1.40178
2021-04-08 10:49:23.289632 CEST | Perplexity                   4.06243
2021-04-08 10:49:23.289786 CEST | StdReturn                   85.6133
2021-04-08 10:49:23.289941 CEST | MaxReturn                  309.848
2021-04-08 10:49:23.290084 CEST | MinReturn                    9.97909
2021-04-08 10:49:23.290241 CEST | Iteration                    2
2021-04-08 10:49:23.290392 CEST | AverageDiscountedReturn    106.957
2021-04-08 10:49:23.290542 CEST | AverageReturn              115.837
2021-04-08 10:49:23.290697 CEST | ExplainedVariance            0.252449
2021-04-08 10:49:23.290851 CEST | NumTrajs                    32
2021-04-08 10:49:23.291003 CEST | Entropy                      1.40178
2021-04-08 10:49:23.291176 CEST | Perplexity                   4.06243
2021-04-08 10:49:23.291328 CEST | StdReturn                   81.4548
2021-04-08 10:49:23.291483 CEST | MaxReturn                  289.881
2021-04-08 10:49:23.291639 CEST | MinReturn                    9.98507
2021-04-08 10:49:23.291803 CEST | Iteration                    2
2021-04-08 10:49:23.291959 CEST | AverageDiscountedReturn    112.242
2021-04-08 10:49:23.292113 CEST | AverageReturn              122.497
2021-04-08 10:49:23.292265 CEST | ExplainedVariance            0.217047
2021-04-08 10:49:23.292418 CEST | NumTrajs                    31
2021-04-08 10:49:23.292572 CEST | Entropy                      1.40178
2021-04-08 10:49:23.292727 CEST | Perplexity                   4.06243
2021-04-08 10:49:23.292880 CEST | StdReturn                   91.2652
2021-04-08 10:49:23.293025 CEST | MaxReturn                  429.87
2021-04-08 10:49:23.293178 CEST | MinReturn                    0
2021-04-08 10:49:23.293324 CEST | Iteration                    2
2021-04-08 10:49:23.293483 CEST | AverageDiscountedReturn    104.355
2021-04-08 10:49:23.293636 CEST | AverageReturn              113.251
2021-04-08 10:49:23.293793 CEST | ExplainedVariance            0.289019
2021-04-08 10:49:23.293946 CEST | NumTrajs                    33
2021-04-08 10:49:23.294103 CEST | Entropy                      1.40178
2021-04-08 10:49:23.294254 CEST | Perplexity                   4.06243
2021-04-08 10:49:23.294408 CEST | StdReturn                   85.7246
2021-04-08 10:49:23.294564 CEST | MaxReturn                  379.875
2021-04-08 10:49:23.294729 CEST | MinReturn                    0
2021-04-08 10:49:23.294887 CEST | Iteration                    2
2021-04-08 10:49:23.295041 CEST | AverageDiscountedReturn    131.706
2021-04-08 10:49:23.295231 CEST | AverageReturn              146.436
2021-04-08 10:49:23.295391 CEST | ExplainedVariance            0.280143
2021-04-08 10:49:23.295545 CEST | NumTrajs                    26
2021-04-08 10:49:23.295702 CEST | Entropy                      1.40178
2021-04-08 10:49:23.295858 CEST | Perplexity                   4.06243
2021-04-08 10:49:23.296016 CEST | StdReturn                  111.24
2021-04-08 10:49:23.296174 CEST | MaxReturn                  509.822
2021-04-08 10:49:23.296326 CEST | MinReturn                    0
2021-04-08 10:49:23.296471 CEST | Iteration                    2
2021-04-08 10:49:23.296625 CEST | AverageDiscountedReturn    125.472
2021-04-08 10:49:23.296774 CEST | AverageReturn              139.195
2021-04-08 10:49:23.296937 CEST | ExplainedVariance            0.308097
2021-04-08 10:49:23.297087 CEST | NumTrajs                    28
2021-04-08 10:49:23.297241 CEST | Entropy                      1.40178
2021-04-08 10:49:23.297397 CEST | Perplexity                   4.06243
2021-04-08 10:49:23.297554 CEST | StdReturn                  109.64
2021-04-08 10:49:23.297702 CEST | MaxReturn                  419.874
2021-04-08 10:49:23.297865 CEST | MinReturn                   19.9692
2021-04-08 10:49:23.298028 CEST | Iteration                    2
2021-04-08 10:49:23.298193 CEST | AverageDiscountedReturn    151.652
2021-04-08 10:49:23.298379 CEST | AverageReturn              173.078
2021-04-08 10:49:23.298537 CEST | ExplainedVariance            0.066883
2021-04-08 10:49:23.298698 CEST | NumTrajs                    22
2021-04-08 10:49:23.298859 CEST | Entropy                      1.40178
2021-04-08 10:49:23.299011 CEST | Perplexity                   4.06243
2021-04-08 10:49:23.299190 CEST | StdReturn                  141.451
